geo_id,geo_positive
54,"[38, 50, 64, 114, 148, 150, 256, 265, 268, 543, 884, 889, 948, 1041, 1193, 1479, 1501, 1507, 1601, 1659, 2216, 2360, 2365, 3422, 8513, 12626, 14583, 14842, 17392, 19056, 20290, 20993, 21592, 22477, 22555, 22909]"
55,"[1082, 1124, 1302, 1687, 3265, 3305, 8279, 15484]"
56,"[2492, 6038, 21361]"
57,[]
58,"[6, 93, 153, 172, 415, 1680, 15144]"
59,"[348, 826, 1469, 3813, 4179, 4787, 11888, 12832, 19982]"
60,"[2185, 2644, 3592, 4195, 4542, 4659, 4848, 4898, 5071, 5294, 5658, 5991, 6145, 6708, 6747, 6871, 6878, 7114, 7149, 7389, 7400, 7527, 7600, 8052, 8112, 8208, 8245, 8275, 8401, 8913, 9107, 9146, 9298, 9616, 9817, 9902, 10086, 10158, 10289, 10422, 10477, 10634, 10647, 10656, 11154, 11167, 11179, 11345, 11551, 11579, 11637, 11843, 12061, 12352, 12508, 12737, 12776, 12780, 13167, 13210, 13249, 13252, 13314, 13455, 13565, 13736, 14127, 14137, 14395, 14524, 14870, 15133, 15620, 15760, 16037, 16145, 16185, 16254, 16386, 16399, 16602, 16653, 16827, 17012, 17114, 17425, 17618, 17776, 17890, 17981, 18033, 18338, 18609, 18656, 18747, 19100, 19217, 19306, 19384, 19902, 19957, 20497, 20916, 21107, 21347, 21922, 21987, 22394, 22847, 23932, 23957]"
61,"[137, 162, 170, 181, 189, 422, 445, 571, 671, 745, 785, 1130, 1539, 1743, 1854, 1861, 2047, 2478, 2500, 2744, 3020, 3083, 3230, 3590, 4167, 5691, 6371, 6815, 7891, 9198, 10855, 11041, 11830, 13405, 13737, 14344, 16354, 21013, 21352, 21539, 21966, 22651, 23586]"
62,"[3269, 6636]"
63,"[305, 574, 900, 935, 8106, 16118, 17757, 19900, 20107, 23648]"
64,"[38, 50, 54, 114, 265, 268, 543, 889, 948, 1041, 1193, 1479, 1501, 1507, 1601, 1659, 1676, 2216, 2360, 3422, 8513, 12626, 14842, 17392, 19056, 20290, 21592, 22477, 22555]"
65,[3108]
66,"[853, 860, 5275, 9709]"
67,[]
68,"[118, 370, 864, 1165, 1215, 2121, 5031, 9269, 9670, 16297, 16608, 17067, 17921, 18729]"
69,"[6332, 6349, 12783, 23204]"
70,"[49, 53, 788, 792, 1005, 1357, 1395]"
71,"[817, 1203, 2074, 2547, 21728]"
72,"[7, 1036, 4120, 8862, 8905, 12314, 14234, 18376, 21946]"
73,"[51, 94, 115, 257, 327, 454, 456, 1293, 1746, 1762, 1830, 1883, 2113, 2297, 2325, 2359, 2859, 4876, 5080, 12320, 15439, 16164, 16476, 22075, 22758, 22929, 23577, 23608, 23867]"
74,"[92, 108, 139, 583, 987, 1569, 1597, 2214, 2607, 7922, 8689, 9723, 10054, 17238, 18651, 19461, 22676, 23001, 23283]"
75,"[2208, 4885, 16920, 21867, 23221]"
76,"[661, 901, 1326, 1365, 1655, 3013, 3655, 4529, 6364, 6527, 6881, 7921, 8280, 8611, 24018]"
77,[]
78,"[485, 1160, 1729, 2291, 3251, 17901, 19708]"
79,"[211, 1422, 8133, 11845, 15496, 17022]"
80,"[1799, 14276, 15280]"
81,"[299, 374, 1061, 3076, 21193]"
82,"[165, 293, 336, 2406, 4026, 23997]"
83,[6699]
84,"[407, 453, 1246, 22664]"
85,"[509, 3963]"
86,"[531, 1081, 1851, 2386, 4026, 4267, 6876, 16231, 24024]"
87,"[3269, 23140]"
88,"[99, 163, 350, 495, 2821, 3585, 3921, 5966, 15402, 22270, 22808]"
89,[]
90,"[35, 146, 157, 164, 176, 204, 238, 371, 392, 397, 452, 567, 699, 725, 796, 803, 806, 807, 810, 820, 942, 970, 1002, 1099, 1894, 2272, 2453, 2631, 4060, 4653, 6525, 8437, 13181, 15390, 19292, 19443, 22123, 22309, 23520]"
91,"[231, 591, 612, 1047, 1237, 1420, 2145, 5533, 5916, 5919, 6033, 6903, 8486, 11265, 11429, 17725]"
92,"[74, 143, 330, 583, 753, 1363, 1932, 2607, 9723, 10054, 18651, 19461, 22676, 23001]"
93,"[6, 58, 153, 172, 415, 1680, 2463, 15144]"
94,"[73, 257, 438, 454, 799, 818, 823, 1746, 1762, 2325, 2359, 2858, 2859, 5080, 6406, 7222, 16476, 16543, 17218, 18018, 20743, 21776, 22075, 23577, 23608, 23964]"
95,"[2338, 2907, 11565, 17059, 17895, 23201]"
96,"[187, 1759, 4314, 7340, 7390, 7724, 8063, 9695, 9892, 9949, 13262, 13338, 15587, 19027, 20872, 23056]"
97,"[3303, 9510]"
98,"[3311, 19273, 20650]"
99,"[88, 350, 3585, 3921, 7629, 15402, 22270, 22808]"
100,"[329, 1081, 6876, 8162, 16896, 18844]"
101,[]
102,[]
103,"[52, 145, 461, 1523, 2001, 3878, 6697, 7106, 8966, 20643]"
104,"[802, 938, 1196, 1680, 2463]"
105,"[1843, 1906, 2470, 2609, 2750, 2926, 3733, 3791, 3824, 4038, 4110, 4124, 4207, 4366, 4499, 4512, 4680, 4835, 4994, 5178, 5237, 5567, 5655, 5755, 5757, 6259, 6295, 6329, 6691, 6720, 6839, 7437, 7438, 7474, 7559, 7986, 8259, 8347, 8526, 9350, 10391, 10923, 12237, 12503, 13214, 16032, 17547, 17603, 17845, 19072, 21437, 22494, 22878, 23122]"
106,"[186, 211, 1178, 1422, 1465, 1885, 1925, 3255, 4036, 5011, 5466, 6973, 8133, 9640, 15496, 17022, 18152, 21633, 22535]"
107,[]
108,"[74, 139, 284, 512, 987, 2214, 2607, 3384, 3577, 3857, 6233, 7922, 8689, 15028, 15343, 17238, 18651, 19015, 22676, 23283]"
109,"[775, 2377]"
110,"[828, 839, 850, 856, 865, 870, 877, 3375, 5539, 7497, 18047]"
111,"[3009, 3954, 16733, 19832, 20200]"
112,"[297, 302, 388, 442, 511, 861, 905, 1030, 1267, 2566, 3281, 3975, 5871, 17465, 19778, 23060, 23196, 23356, 23526, 23635]"
113,"[3060, 17724, 18775, 22726, 23234, 23928]"
114,"[38, 50, 54, 64, 148, 157, 256, 265, 268, 543, 567, 641, 884, 889, 948, 1041, 1193, 1479, 1501, 1507, 1574, 1601, 1659, 1676, 2216, 2360, 2365, 2741, 3422, 8513, 12626, 13181, 14583, 14842, 15617, 17392, 18988, 19056, 20290, 20993, 21592, 22477, 22555, 22909]"
115,"[26, 51, 73, 327, 382, 456, 836, 1293, 1762, 1830, 1883, 2020, 2113, 2297, 2359, 2859, 4876, 12320, 15439, 16164, 16476, 17346, 17732, 22758, 23867]"
116,"[4449, 6043, 16155, 18046]"
117,"[158, 430, 1108, 1299, 2206, 19165, 20644]"
118,"[68, 242, 378, 864, 1007, 1215, 2971, 9269, 16608, 17067, 17921, 18729, 19723, 21072]"
119,"[5, 891, 6065]"
120,"[14648, 17480]"
121,"[216, 930, 1734, 3343, 22124]"
122,[10312]
123,"[1070, 1941, 9092, 10749, 23617]"
124,"[2927, 2928, 5798, 7272]"
125,"[1338, 2161, 19394, 22007]"
126,[]
127,"[9123, 10572]"
128,"[349, 615, 1090, 1201, 2964, 3197, 3356, 3787, 5193, 6350, 11730, 20710, 23478]"
129,"[9, 13, 43, 150, 176, 238, 758, 806, 807, 820, 830, 875, 920, 1002, 1076, 1099, 1154, 1180, 1256, 1482, 1857, 1867, 1919, 1989, 2021, 2177, 2272, 2387, 2631, 2831, 2954, 3990, 5529, 6088, 8437, 12136, 14514, 19292, 19396, 19918, 21746, 22132, 23044, 23630]"
130,"[2270, 2326, 2445, 3766, 18670]"
131,[21718]
132,[]
133,"[1069, 1195, 1656, 1678, 2431, 13023, 13725, 15611, 17449, 19140, 19739, 22997, 23748, 24103]"
134,"[15427, 22883]"
135,"[712, 3156, 18022]"
136,"[2409, 3779, 4502, 4524, 4566, 4666, 4806, 6262, 12850, 13751, 21276]"
137,"[61, 162, 170, 181, 295, 445, 571, 671, 676, 739, 745, 785, 1034, 1320, 1854, 2112, 2744, 3020, 3230, 3384, 3777, 7891, 9198, 10855, 11041, 11830, 13405, 17238, 18773, 21013, 21352, 21539, 22651, 23383, 23586]"
138,"[7393, 7732, 18848, 22418, 22930, 24072, 24075]"
139,"[74, 108, 472, 626, 687, 897, 987, 1033, 1039, 1110, 1597, 1768, 2214, 2336, 3384, 4238, 4395, 5211, 5804, 6102, 6784, 7922, 7991, 8178, 8337, 8689, 8768, 8810, 9723, 10054, 10878, 11256, 14505, 15028, 17238, 18028, 18274, 19461, 22393, 22676, 23283, 23922]"
140,"[867, 1435, 2516, 12692, 14711, 15674, 20097, 20170, 20922, 23560]"
141,"[1448, 3685, 8032, 22885]"
142,"[188, 215, 2883]"
143,"[92, 330, 512, 583, 753, 1363, 1569, 1932, 2607, 3577, 3857, 10054, 17695, 18651, 19461, 23001]"
144,"[9975, 16863, 23645]"
145,"[52, 103, 1523, 2001, 3878, 6697, 7106, 8966, 19786, 20643]"
146,"[38, 50, 90, 148, 157, 164, 204, 256, 341, 392, 397, 452, 567, 623, 641, 699, 725, 970, 1193, 1479, 1540, 1574, 1659, 1676, 1894, 2216, 2365, 2741, 4060, 4653, 8513, 12890, 13181, 14583, 15390, 15617, 16247, 17392, 18988, 19443, 20083, 20236, 21592, 22123, 22555, 23520]"
147,"[334, 963, 1112, 1218, 1413, 1492, 2095, 2274, 2446, 4030, 5596, 15645, 21524, 21570, 23246, 23481, 23713]"
148,"[38, 50, 54, 114, 146, 150, 157, 164, 176, 204, 238, 256, 265, 392, 397, 452, 543, 567, 641, 725, 806, 875, 884, 889, 970, 1041, 1193, 1479, 1501, 1507, 1574, 1601, 1659, 1894, 2216, 2365, 2631, 2741, 3422, 4060, 4653, 8513, 12626, 13181, 14583, 14842, 15390, 15617, 17392, 18988, 19056, 19443, 21592, 22123, 22477, 22555]"
149,"[1757, 3210, 9060]"
150,"[13, 38, 43, 50, 54, 129, 148, 157, 176, 238, 256, 397, 641, 758, 820, 830, 875, 884, 920, 970, 1076, 1099, 1154, 1180, 1193, 1479, 1482, 1574, 1659, 1857, 1867, 1989, 2177, 2216, 2360, 2365, 2387, 2631, 2831, 5529, 6088, 8437, 8513, 12136, 14514, 15617, 17392, 18988, 19292, 19396, 19443, 20290, 20993, 21592, 22477, 22555, 22909, 23044]"
151,"[432, 2468, 4002, 4372, 4883, 5037, 5099, 6777, 10088, 10205, 15776, 17678, 23972]"
152,[]
153,"[6, 58, 93, 172, 415, 1196, 1680, 2463, 15144]"
154,"[15, 39, 48, 159, 206, 759, 843, 887, 989, 1058, 1072, 1125, 1126, 1222, 1385, 1399, 2419, 2646, 2816, 2882, 3525, 3580, 3922, 5874, 6585, 7064, 14374, 14398, 22507, 22937]"
155,[21422]
156,"[9083, 11892, 18719, 21414, 24071]"
157,"[38, 50, 90, 114, 146, 148, 150, 164, 176, 204, 238, 256, 341, 392, 397, 452, 543, 567, 641, 699, 725, 806, 875, 884, 889, 970, 1041, 1193, 1479, 1501, 1507, 1574, 1659, 1894, 2216, 2365, 2631, 2741, 3422, 4060, 4653, 8513, 13181, 14583, 14842, 15390, 15617, 17392, 18988, 19056, 19443, 21592, 22123, 22555, 23520]"
158,"[117, 430, 1108, 1219, 2206, 6778, 19165, 20644]"
159,"[15, 39, 45, 48, 154, 206, 759, 843, 887, 989, 1058, 1072, 1125, 1126, 1222, 1385, 1399, 2419, 2646, 2816, 2882, 3525, 3580, 3922, 5874, 6585, 7064, 14374, 14398, 22507, 22937]"
160,"[288, 1312, 6404, 7126, 7584, 8049, 8658, 22383]"
161,"[14, 872, 1044, 1804, 21810]"
162,"[61, 137, 170, 181, 295, 422, 445, 571, 671, 676, 739, 745, 785, 1320, 1854, 1861, 2744, 3020, 3230, 3777, 5691, 6815, 7891, 9198, 10855, 11041, 11830, 13405, 18773, 21013, 21352, 21539, 22651, 23383, 23586]"
163,"[88, 495, 613, 2821, 3585, 5966, 15402, 15996, 20161, 21643, 22270, 22808]"
164,"[50, 90, 146, 148, 157, 176, 204, 238, 256, 392, 397, 452, 567, 641, 699, 725, 796, 806, 875, 970, 1193, 1479, 1540, 1574, 1894, 2216, 2365, 2631, 2741, 4060, 4653, 13181, 14583, 15390, 15617, 16247, 18988, 19443, 21592, 22123, 23520]"
165,"[82, 329, 336, 531, 903, 1081, 2406, 4026, 6876, 16231, 23997]"
166,"[24, 169, 224, 519, 2366, 4984]"
167,"[764, 4461, 5185, 6302, 9041, 14739, 16224, 22560]"
168,[1419]
169,"[166, 1487, 3500, 4984, 14966, 23098, 23689]"
170,"[61, 137, 162, 181, 189, 422, 445, 571, 671, 745, 785, 1130, 1539, 1743, 1854, 1861, 2047, 2478, 2500, 2744, 3020, 3083, 3230, 3590, 5691, 6371, 6815, 7891, 9198, 10855, 11041, 11830, 13405, 13737, 14344, 16354, 18374, 21013, 21352, 21966, 22651, 23586]"
171,[]
172,"[6, 58, 93, 153, 415, 976, 15144]"
173,[]
174,"[622, 624, 819, 824, 854, 1042, 1068, 1198, 1245, 1750, 2111, 2296, 3158, 3580, 5760]"
175,"[4854, 7648, 8233, 12982]"
176,"[13, 38, 43, 50, 90, 129, 148, 150, 157, 164, 238, 256, 397, 452, 641, 699, 725, 806, 820, 830, 875, 884, 970, 1002, 1076, 1099, 1180, 1193, 1479, 1482, 1574, 1659, 1857, 1867, 1894, 2177, 2216, 2272, 2365, 2387, 2631, 4653, 8437, 8513, 12136, 14514, 14583, 15390, 15617, 17392, 18988, 19292, 19396, 19443, 19918, 21592, 22555, 23044, 23520]"
177,[]
178,"[2520, 16234]"
179,[1269]
180,"[201, 1122, 2796, 3841, 21193]"
181,"[61, 137, 162, 170, 189, 422, 445, 571, 671, 745, 785, 1130, 1539, 1743, 1854, 1861, 2047, 2478, 2500, 2744, 3020, 3083, 3230, 3590, 5691, 6371, 6815, 7891, 9198, 10855, 11041, 11830, 13405, 13737, 14344, 16354, 18374, 21013, 21352, 21966, 22651, 23586]"
182,"[436, 563, 1241, 1427, 3271, 4153, 4543, 5857, 6515, 7915, 11887, 12139, 13103, 19593, 23874]"
183,"[391, 5775]"
184,"[494, 2803, 4255, 4484, 4916, 5097, 5498, 5553, 8102, 8733, 13385]"
185,[]
186,"[106, 211, 1178, 1422, 1465, 1885, 1925, 3255, 4036, 5011, 5466, 6973, 8133, 9640, 15496, 17022, 18152, 21633, 22535]"
187,"[96, 1759, 4144, 4314, 5050, 5992, 6271, 7390, 7724, 8063, 9695, 9949, 10669, 13262, 14224, 17654, 18767, 19027]"
188,"[142, 215, 2883]"
189,"[61, 170, 181, 1130, 1240, 1425, 1743, 1854, 1861, 2047, 2416, 2478, 3083, 3590, 3679, 3917, 4167, 5691, 6371, 6815, 6932, 7080, 10203, 12923, 13737, 14193, 15045, 16354, 16460, 18374, 19737]"
190,"[4575, 6979]"
191,[]
192,[8404]
193,"[12750, 16676, 22242]"
194,[14998]
195,"[19617, 23500]"
196,"[1185, 3433, 3731, 7918, 8283, 13854, 15151, 23487]"
197,"[585, 589, 600, 1537, 3388, 5012, 9300, 10013]"
198,[587]
199,"[798, 1285, 1525, 1671, 5016, 6120, 7534, 11903]"
200,"[17, 880]"
201,"[180, 1122, 2796, 3841, 8215]"
202,"[1990, 2916, 2969, 3087, 4005, 16669, 20756]"
203,"[664, 2356, 2713, 3496, 7317, 9961, 13566, 18097, 18113, 19760, 20352]"
204,"[50, 90, 146, 148, 157, 164, 256, 341, 392, 452, 567, 623, 641, 699, 725, 796, 970, 1540, 1574, 1894, 2216, 2365, 2741, 4060, 4653, 12890, 13181, 14583, 15390, 15617, 16247, 18988, 19443, 20083, 20236, 21592, 22123, 23520]"
205,"[833, 9989, 21678]"
206,"[15, 39, 45, 48, 154, 159, 759, 843, 887, 989, 1058, 1072, 1125, 1126, 1222, 1385, 1399, 2419, 2646, 2816, 3525, 3580, 5874, 6585, 7064, 14374, 14398, 22507, 22937]"
207,[879]
208,"[359, 706, 1822, 16851]"
209,"[385, 403, 568, 598, 640, 644, 746, 848, 888, 1325, 2149, 2313, 2358, 2722, 2807, 2965, 2999, 3053, 3136, 3150, 3229, 3258, 3259, 3584, 3633, 4015, 4413, 4945, 5076, 5522, 6234, 7119, 7273, 7809, 7941, 10527, 12326, 13240, 13275, 13307, 15509, 15871, 16975, 17389, 17730, 18792, 18798, 19356, 19801, 20479]"
210,[22696]
211,"[79, 106, 186, 1178, 1422, 1465, 1698, 1885, 8133, 15496, 17022, 21633]"
212,"[487, 556, 1543, 1559, 1567, 1588, 1735, 2069, 2840, 3063, 3282, 4394, 4980, 5697, 5728, 5862, 6865, 6946, 7823, 8547, 9026, 9090, 9920, 10058, 10185, 10202, 10355, 10957, 11288, 12281, 14356, 14618, 16914, 21095, 22239]"
213,"[427, 540]"
214,[3557]
215,"[142, 188, 938, 1196, 2883]"
216,"[121, 930, 1734, 3343, 6700, 22124]"
217,[]
218,"[383, 2985, 4634, 4946, 21393]"
219,"[233, 1327, 2079, 12336, 15736]"
220,[]
221,"[340, 588, 1784, 4949, 7978, 11588, 12718, 15332, 16458, 20055, 20428, 20499, 22379, 23974]"
222,"[4954, 6469, 16763, 19378]"
223,"[368, 405, 1304, 1503, 2484, 8687]"
224,"[166, 519, 2366]"
225,"[1535, 1565, 1999, 2784, 2785, 7509, 11017, 11986, 12752, 17379, 19565, 20408, 21375, 22811]"
226,[23807]
227,[]
228,"[3100, 3438, 5160, 6048, 9537]"
229,"[6586, 8311, 13643]"
230,"[1637, 2300, 3615, 4239, 4884, 5018, 5598, 5987, 6001, 17554]"
231,"[91, 591, 612, 1065, 1237, 1420, 1899, 3390, 3472, 5000, 5533, 5535, 5793, 5916, 5919, 6033, 6903, 7494, 7618, 7707, 8324, 9708, 11174, 11265, 11429, 11499, 11824, 15386, 17769, 20915, 22850]"
232,[]
233,"[219, 2079, 3104, 11920, 15736, 22622]"
234,"[7316, 7442, 8319]"
235,"[733, 736, 1679, 5369, 6012, 9659, 24009]"
236,"[326, 917, 1145, 1226, 2622, 20176, 20526]"
237,[]
238,"[13, 38, 43, 50, 90, 129, 148, 150, 157, 164, 176, 256, 397, 452, 641, 699, 725, 758, 806, 807, 820, 830, 875, 884, 920, 970, 1002, 1076, 1099, 1154, 1180, 1193, 1256, 1479, 1482, 1574, 1659, 1857, 1867, 1919, 1989, 2021, 2177, 2216, 2272, 2365, 2387, 2631, 2831, 5529, 8437, 8513, 12136, 14514, 15390, 15617, 17392, 18988, 19292, 19396, 19443, 19918, 21592, 21746, 22555, 23044, 23520, 23630]"
239,"[4254, 5024, 6059, 9006, 10843, 11694, 17371, 20775, 23853]"
240,"[4418, 6898, 7565, 8985, 17470, 17723]"
241,"[245, 326, 1515, 1566, 2339, 2357, 19562, 23856]"
242,"[118, 378, 1007, 2971, 19723, 21072]"
243,"[1858, 2876, 4115, 4118, 4584, 4611, 4964, 4995, 6723, 8589, 8696, 10041, 14910, 15374, 15729, 18040, 18492, 21081]"
244,[390]
245,"[241, 1515, 2037, 2339, 4498, 19562, 23856]"
246,"[1310, 1459, 2395, 10619, 16209, 18396, 21144, 21423, 22177]"
247,"[2412, 15975, 19089]"
248,"[326, 1515, 1566, 2357, 20526, 21203]"
249,"[478, 499, 1821, 1856, 2947, 7670, 8685, 9667, 12684, 14617]"
250,"[5284, 8237, 8725, 14452, 22876]"
251,[]
252,[17720]
253,"[1955, 2553, 3710, 6201]"
254,"[258, 263, 389, 411, 1073, 1143, 1170, 3672, 8135, 14038]"
255,"[1195, 2431, 2494, 14177, 16140, 19140, 19830, 21434, 23222, 23803]"
256,"[38, 50, 54, 114, 146, 148, 150, 157, 164, 176, 204, 238, 265, 341, 392, 397, 452, 543, 567, 641, 725, 806, 875, 884, 889, 970, 1041, 1193, 1479, 1501, 1507, 1574, 1601, 1659, 1894, 2216, 2365, 2631, 2741, 3422, 4060, 4653, 8513, 12626, 13181, 14583, 14842, 15390, 15617, 17392, 18988, 19056, 19443, 21592, 22123, 22477, 22555]"
257,"[73, 94, 438, 454, 799, 818, 823, 1746, 1762, 2297, 2325, 2359, 2858, 2859, 5080, 6406, 7222, 16476, 16543, 17218, 18018, 20743, 21776, 22075, 23577, 23608, 23964]"
258,"[254, 263, 411, 1143, 1170, 8135, 14038]"
259,[922]
260,"[20, 426, 767, 1467, 3651, 3666, 4085, 4719, 6099, 13635, 14778, 22980]"
261,"[6070, 16253, 20707, 23534]"
262,[]
263,"[254, 258, 2230, 3672, 8135, 14038]"
264,"[2959, 5180, 5272, 7755, 16878, 23549]"
265,"[38, 50, 54, 64, 114, 148, 256, 268, 543, 889, 948, 1041, 1193, 1479, 1501, 1507, 1601, 1659, 1676, 2360, 3422, 12626, 14583, 14842, 17392, 19056, 21592, 22477]"
266,"[21, 304, 308, 319, 331, 360, 611, 937, 1257, 1292, 1315, 1335, 1367, 1802, 2184, 2617, 2778, 3089, 5447, 7117, 8257, 10372, 14212, 16060, 18511, 20911, 23433, 23952]"
267,[3637]
268,"[38, 50, 54, 64, 114, 265, 543, 889, 948, 1041, 1193, 1479, 1501, 1507, 1601, 1659, 1676, 2360, 3422, 12626, 14842, 17392, 19056, 20290, 21592, 22477]"
269,"[1451, 4086, 22512]"
270,"[514, 604, 690, 1109, 1275, 1282, 1364, 1709, 2098, 2103, 2128, 2231, 2258, 2829, 2962, 3131, 3457, 3505, 4046, 4593, 6369, 6668, 6802, 8446, 8780, 8847, 14761, 17061, 17583, 20280, 20938, 22544, 23296]"
271,"[545, 1270, 14951]"
272,"[4093, 4334, 4558, 4841, 5967, 6176, 6428, 10434, 16528, 20183, 20515, 21912, 22048]"
273,"[684, 2156, 3309, 8376, 8732, 11053, 15821, 15854, 17181, 18370, 20564]"
274,"[2264, 3054]"
275,[15813]
276,"[286, 355, 1702, 4530, 22801, 23909]"
277,[]
278,"[1752, 2576, 3403, 7336, 8142, 10053, 14241]"
279,"[2176, 4574, 19970]"
280,"[323, 1168, 1718, 9993, 13796, 15204, 19205]"
281,"[1723, 3430, 3944, 5259, 7445, 8490, 17914, 19470]"
282,"[497, 689, 1849, 2535, 2757, 3851, 4864, 4973, 7171]"
283,"[373, 886, 1225, 2041, 18741]"
