geo_id,seq_positive
10175,"[6147, 7, 12296, 2059, 4107, 4112, 15890, 6680, 541, 14880, 22054, 39, 8232, 1580, 6701, 6188, 20019, 3124, 13367, 17976, 21567, 579, 13386, 1611, 6222, 6738, 19539, 1114, 16475, 10333, 21085, 11361, 2147, 19967, 13931, 3695, 11376, 19069, 7294, 4223, 16517, 6792, 2703, 3744, 3235, 2724, 16040, 4780, 177, 3762, 18109, 18125, 2254, 7381, 4309, 22230, 4823, 1243, 21216, 1761, 10465, 10471, 8935, 14060, 9462, 3318, 1785, 3322, 7424, 15113, 21258, 3850, 1292, 1806, 13583, 277, 4885, 6422, 16662, 3353, 6942, 14111, 7458, 16167, 19754, 4907, 5428, 8505, 1337, 825, 1340, 19261, 3908, 19269, 1350, 9034, 1356, 13645, 17746, 23380, 18772, 18262, 20823, 2398, 13666, 868, 873, 1897, 21362, 21366, 22902, 13181, 2432, 7050, 19339, 4494, 5519, 12689, 3483, 2464, 16289, 6054, 5032, 12206, 12726, 14775, 2492, 3517, 9156, 13263, 3538, 12765, 990, 21475, 6116, 7140, 11747, 21488, 10737, 17913, 19450, 12795, 18431]"
11361,"[16898, 20994, 17422, 1563, 7196, 22043, 542, 2594, 17956, 11302, 13353, 20523, 6188, 14382, 15920, 5170, 3124, 10813, 1095, 4169, 23114, 13386, 1616, 84, 10839, 20057, 16478, 14432, 1121, 21604, 13416, 11371, 1652, 11381, 2170, 6267, 5247, 1666, 16517, 2184, 3213, 23198, 3744, 6818, 16549, 11945, 10921, 1716, 20149, 2243, 1734, 6857, 20682, 715, 2763, 4823, 17118, 21216, 1763, 15591, 6890, 18155, 2286, 20718, 1774, 3827, 1268, 9462, 23813, 22278, 16648, 21258, 2316, 5388, 10000, 795, 14622, 6944, 17698, 2851, 7458, 16167, 15146, 4907, 6958, 1329, 23860, 1337, 14649, 1340, 3904, 12097, 5443, 19269, 9034, 2890, 13645, 1359, 335, 4943, 1360, 4947, 18772, 17753, 2906, 17755, 4442, 15197, 17245, 1375, 8543, 2398, 11615, 23399, 21362, 21367, 17273, 4985, 5501, 21886, 14718, 20356, 908, 19341, 15756, 20366, 4494, 1937, 3991, 12191, 2464, 17823, 2981, 12199, 16298, 5034, 18860, 2483, 12726, 13750, 1464, 15798, 20414, 10175, 17865, 13263, 21465, 21467, 13788, 12765, 21470, 21475, 6116, 6629, 23524, 21488, 21490, 9715, 3062, 5622, 507, 19967]"
9462,"[2432, 1, 1410, 10243, 15874, 16517, 2437, 20735, 20999, 15113, 18446, 3214, 4494, 3603, 10776, 3744, 16289, 7458, 1061, 1445, 16167, 11945, 10921, 4907, 6188, 4013, 3124, 12855, 5306, 11964, 1340, 20926, 10175, 21059, 19139, 1349, 19269, 6343, 9034, 20682, 13386, 13645, 13263, 15441, 18772, 4823, 20823, 1243, 860, 21085, 17118, 21470, 2398, 11361, 6365, 21475, 6116, 11110, 10471, 13931, 17004, 5612, 21489, 21362, 3958, 3063, 249, 19967]"
16167,"[15886, 4116, 547, 17956, 2085, 8747, 1583, 20019, 6197, 2102, 4155, 19524, 13386, 21584, 15441, 19539, 5205, 20057, 21085, 11361, 7288, 16517, 20616, 15507, 11411, 21148, 21150, 3744, 16040, 11945, 5802, 2731, 19125, 11964, 12481, 16070, 7367, 200, 20682, 16592, 16597, 10967, 19165, 17118, 10471, 9462, 5885, 15113, 18186, 21776, 16161, 803, 3367, 15146, 4907, 16692, 1337, 14649, 1340, 3903, 14662, 13645, 18772, 20823, 8536, 18266, 17245, 2398, 8543, 19808, 11625, 21361, 21362, 13178, 3452, 14718, 2432, 20354, 10114, 19339, 4494, 3987, 11158, 2464, 16289, 936, 20394, 16298, 12207, 4530, 6578, 12726, 951, 3517, 10175, 18882, 13263, 5077, 14298, 12765, 21470, 21471, 21475, 7140, 17897, 1004, 3053, 3575, 19967]"
13263,"[7, 7196, 17956, 20019, 3124, 13386, 19539, 20057, 21085, 11361, 1151, 16517, 4241, 3744, 7846, 11945, 12470, 10429, 20682, 11986, 4823, 2777, 14043, 1243, 17118, 10471, 9462, 1785, 15113, 13578, 795, 3359, 801, 16161, 16167, 3367, 15146, 4907, 14649, 5443, 19269, 1352, 19273, 17227, 13645, 18772, 20823, 5975, 17245, 2398, 1375, 352, 21362, 14206, 4494, 19862, 1434, 16289, 17318, 5034, 20394, 12726, 444, 10175, 3009, 1475, 11225, 12765, 19934, 6116, 7653, 7140, 17895, 5612, 21487, 2546, 19967]"
13386,"[4223, 16517, 1158, 15113, 4494, 19475, 3862, 3744, 16289, 801, 7458, 16167, 11945, 4907, 15407, 20019, 3124, 12726, 1337, 11964, 10175, 20682, 4042, 9034, 14541, 6858, 13263, 18772, 4823, 20823, 16602, 21467, 19804, 12765, 17245, 20701, 21216, 11361, 8543, 6116, 10471, 13931, 5612, 20590, 21487, 21488, 21362, 21490, 9462, 19967]"
15113,"[20354, 12543, 16517, 4494, 8468, 22037, 3744, 16289, 10405, 16167, 808, 936, 20394, 4907, 19368, 20019, 1337, 11321, 9021, 10175, 16709, 19269, 13386, 13263, 11861, 20823, 4823, 1243, 12765, 17245, 21085, 2398, 6116, 14311, 21487, 21362, 9462, 9977, 19967]"
4494,"[2561, 3076, 15878, 23049, 1033, 18959, 4116, 7701, 4117, 8221, 16927, 20512, 20008, 3113, 1580, 2097, 20019, 1588, 55, 2103, 1084, 2621, 2625, 20034, 16962, 13386, 1611, 21578, 16970, 4688, 6737, 15441, 19539, 2644, 1110, 7769, 1114, 1116, 21085, 11361, 15460, 6756, 2667, 8814, 5230, 15983, 2675, 630, 20600, 7288, 16511, 1151, 2178, 16517, 16521, 138, 17548, 2703, 7313, 4241, 21150, 8350, 10402, 3235, 10916, 3750, 11943, 16040, 19622, 16039, 13485, 10926, 1199, 20147, 181, 14006, 9911, 12982, 9401, 5306, 8375, 9404, 701, 2750, 1728, 192, 9411, 2245, 20166, 15048, 20682, 6860, 14541, 10447, 9937, 1237, 20183, 4823, 7392, 20193, 1761, 13539, 20194, 8934, 8935, 2790, 15081, 4842, 19695, 19185, 1780, 11508, 9462, 5884, 4860, 7424, 21250, 5891, 770, 2311, 15113, 21258, 3850, 7948, 11533, 3854, 12054, 16662, 7958, 1305, 3360, 7458, 5923, 3362, 20774, 16167, 2856, 7975, 4907, 5933, 10032, 817, 9009, 1844, 12092, 1340, 22848, 3908, 19269, 1350, 1862, 1352, 12617, 10054, 7499, 1356, 4428, 9550, 19279, 3920, 1873, 17229, 19795, 18772, 13652, 10068, 1870, 16728, 14172, 4957, 17245, 4960, 1889, 5481, 10602, 7531, 5482, 367, 6000, 1393, 21362, 7539, 3956, 13172, 16760, 3451, 2429, 14718, 18814, 7552, 2432, 4994, 9602, 2434, 4485, 20358, 15239, 1922, 5513, 9603, 19339, 1421, 7566, 1935, 18320, 1936, 7059, 12692, 3988, 9110, 1431, 3480, 21908, 6557, 16289, 6564, 11172, 934, 8101, 6060, 20908, 12718, 19374, 947, 16821, 12726, 13750, 17336, 11703, 8634, 10175, 9669, 7621, 3016, 9673, 4042, 10185, 1481, 13263, 22991, 5586, 13269, 1498, 6618, 7644, 7645, 6108, 21471, 21475, 7140, 8165, 4582, 12260, 4587, 5612, 21486, 21488, 21491, 13299, 10229, 16377, 10746, 23038, 19967]"
21362,"[4225, 21250, 20354, 16517, 15113, 21258, 19339, 4494, 3744, 16289, 5926, 16167, 16040, 8233, 5034, 4907, 5933, 46, 1583, 20019, 1337, 10175, 2625, 2243, 19269, 6858, 13386, 13263, 18772, 2644, 4823, 20823, 1243, 21085, 17245, 2398, 21471, 11361, 8543, 4589, 21487, 21488, 9462, 17785, 14718, 19967]"
5933,"[17674, 1419, 17421, 4494, 18446, 4000, 7458, 5034, 15407, 5555, 3124, 21561, 20163, 8006, 6858, 20682, 13645, 10839, 17763, 6116, 17004, 5612, 21362]"
6858,"[18824, 17674, 4241, 21400, 7458, 12199, 5933, 3124, 13620, 12726, 9033, 9034, 13386, 6993, 4823, 10839, 12765, 17763, 6116, 5612, 21362]"
3124,"[4223, 900, 3991, 3744, 2084, 17318, 5034, 6188, 5933, 10175, 9416, 6858, 9034, 13386, 13263, 20057, 12765, 17118, 8543, 11361, 6116, 13931, 9462, 19967]"
21085,"[2432, 23681, 21250, 20354, 7, 15113, 4494, 152, 6557, 3744, 16161, 16289, 5921, 23205, 20774, 16167, 16040, 4907, 20019, 21939, 6323, 12726, 18360, 7356, 3005, 11964, 10175, 4676, 19269, 20682, 16075, 13645, 13263, 15441, 19795, 20823, 4823, 5852, 605, 350, 21471, 1889, 7140, 6116, 13931, 4589, 21486, 21362, 9462, 20605]"
21250,"[4225, 19339, 4494, 1935, 7196, 3744, 16161, 307, 12726, 13750, 11964, 5057, 1733, 20682, 2378, 19795, 4823, 20823, 21085, 21216, 6116, 16616, 13931, 5612, 21362, 19830]"
12726,"[21250, 20354, 20356, 16517, 21258, 4494, 1935, 4751, 9873, 4241, 1936, 21400, 2464, 16161, 16289, 17956, 3492, 16167, 16040, 11945, 4907, 2483, 16692, 10175, 2113, 14718, 19269, 200, 20682, 13386, 6858, 13645, 13263, 18772, 11861, 20823, 1239, 20057, 21085, 2398, 17245, 11361, 5730, 13539, 10219, 5612, 21487, 1276, 16254, 19967]"
20682,"[4225, 21250, 20354, 16517, 7, 15756, 4494, 17422, 3744, 16161, 7458, 16289, 17956, 16167, 11945, 4907, 6188, 5933, 20019, 307, 13620, 12726, 13750, 11703, 1337, 1850, 14649, 11964, 1593, 14144, 16962, 2243, 5443, 3395, 4042, 13386, 13645, 13263, 15441, 19795, 18772, 2901, 4823, 20823, 20057, 21467, 21085, 17118, 2398, 21470, 11361, 13539, 6116, 7653, 13931, 5612, 10605, 21492, 9462, 19967]"
16161,"[4225, 21250, 21150, 3744, 16167, 16040, 4907, 20019, 307, 12726, 11964, 19269, 20682, 13645, 13263, 20823, 21085, 17118, 13931]"
20019,"[20354, 15113, 4494, 21150, 16161, 16167, 16040, 15146, 4907, 11964, 10175, 16962, 19269, 20682, 13386, 13645, 13263, 20823, 21085, 17118, 7140, 13931, 21362, 19967]"
20823,"[21250, 20354, 16517, 15113, 3744, 16161, 16167, 16040, 20394, 4907, 20019, 307, 12726, 18360, 11964, 7356, 10175, 19269, 14662, 13386, 20682, 13645, 13263, 19795, 18772, 4823, 17245, 21085, 17118, 13539, 6116, 21362, 9462, 19967]"
4907,"[4223, 20354, 16517, 2054, 7, 15113, 4494, 13977, 16161, 16289, 16167, 20019, 12726, 1337, 11964, 1597, 10175, 19269, 13386, 20682, 13645, 13134, 13263, 18772, 20823, 21085, 10334, 8543, 21216, 17118, 11361, 6116, 21487, 2159, 21362, 3698, 3958, 9462, 19967]"
16040,"[16517, 19339, 4494, 4241, 12566, 16289, 16161, 16167, 20019, 12726, 10175, 16962, 19269, 16722, 18772, 20823, 21465, 21085, 21216, 11233, 6116, 13931, 21362, 21492]"
16289,"[20354, 16517, 15113, 19339, 4494, 3744, 16167, 16040, 1577, 5034, 4907, 12726, 1337, 10175, 19269, 13386, 20682, 13263, 19539, 18772, 860, 17245, 21085, 21471, 2398, 15583, 13931, 21362, 9462, 19967]"
19339,"[4225, 20354, 21250, 16517, 7, 4494, 17807, 4241, 12566, 795, 16289, 16167, 16040, 5034, 307, 16692, 9781, 10175, 19269, 2378, 19795, 18772, 7380, 21470, 21471, 21472, 21486, 21362]"
20354,"[16289, 770, 16517, 19269, 16167, 14662, 15113, 20682, 19339, 4907, 21362, 20019, 18772, 12726, 20823, 21085]"
16517,"[20354, 7, 15113, 19339, 4494, 795, 3744, 16289, 16167, 16040, 4907, 12726, 1340, 10175, 19269, 13386, 20682, 13263, 18772, 11861, 20823, 21467, 860, 17245, 2398, 12765, 11361, 7653, 21362, 9462, 19967]"
19269,"[18305, 20354, 16517, 15113, 21258, 19339, 4494, 19727, 16526, 21142, 795, 16289, 16161, 3492, 21029, 13478, 13607, 16040, 4907, 6188, 19885, 20019, 1331, 12726, 21046, 13750, 1337, 21947, 21565, 10175, 3264, 17609, 12617, 1611, 13263, 19539, 20823, 18265, 16473, 16091, 21085, 17245, 21470, 21216, 11361, 21475, 19967, 21485, 21362, 9462, 17787, 18812, 8703]"
18772,"[20354, 16517, 19339, 4494, 4241, 21150, 2464, 16289, 16167, 16040, 5034, 4907, 307, 16692, 2995, 12726, 10175, 9033, 20682, 13386, 13263, 9809, 20823, 17118, 21472, 11361, 21362, 9462, 21496]"
