geo_id,total_visit_time,day_feature,hour_feature
528,62,weekday,5
529,836,weekday,5
530,10,weekend,5
531,4096,weekday,5
532,37,weekday,5
533,3080,weekday,3
534,34,weekday,5
535,10,weekday,3
536,88,weekday,5
537,362,weekday,3
538,1298,weekday,5
539,14,weekday,3
540,522,weekday,3
541,85,weekday,3
542,1254,weekday,3
543,8,weekend,3
544,201,weekday,5
545,36,weekday,5
546,34,weekday,5
547,63,weekday,5
548,7,weekday,5
549,609,weekday,3
550,484,weekday,3
551,76,weekend,5
552,196,weekday,5
553,8,weekend,3
554,1268,weekday,3
555,16,weekend,5
556,11,weekday,5
557,18,weekend,3
558,5,weekend,5
559,3,weekend,2
560,6,weekend,2
561,26,weekend,5
562,42,weekday,5
563,12,weekday,5
564,5,weekend,2
565,508,weekend,6
566,11,weekday,5
567,32,weekend,5
568,188,weekday,6
569,89,weekday,5
570,116,weekday,5
571,604,weekday,3
572,15,weekday,0
573,5,weekday,3
574,287,weekday,3
575,61,weekday,5
576,7,weekday,3
577,44,weekday,5
578,824,weekday,3
579,94,weekday,3
580,16,weekend,5
581,550,weekday,3
582,131,weekday,5
583,802,weekday,3
584,426,weekday,5
585,11,weekday,5
586,9,weekend,5
587,12,weekday,5
588,331,weekday,5
589,8,weekend,3
590,47,weekend,3
591,16,weekday,5
592,67,weekend,5
593,9,weekend,5
594,22,weekday,5
595,20,weekday,5
596,262,weekday,5
597,102,weekday,5
598,161,weekday,3
599,97,weekday,5
600,33,weekday,3
601,156,weekday,5
602,37,weekday,4
603,9,weekend,3
604,39,weekday,5
605,6,weekend,5
606,9,weekday,5
607,92,weekday,5
608,24,weekday,5
609,428,weekday,5
610,183,weekend,4
611,17,weekday,3
612,69,weekend,5
613,7,weekday,3
614,43,weekend,4
615,64,weekday,3
616,52,weekend,3
617,53,weekend,4
618,915,weekday,5
619,70,weekday,5
620,133,weekday,5
621,6,weekend,3
622,6,weekend,3
623,72,weekday,3
624,66,weekday,5
625,225,weekday,5
626,187,weekday,3
627,5,weekend,5
628,11,weekday,3
629,7,weekday,5
630,24,weekday,5
631,26,weekday,5
632,9,weekday,3
633,17,weekend,5
634,11,weekday,5
635,331,weekday,3
636,164,weekday,5
637,6,weekday,5
638,138,weekday,5
639,98,weekday,5
640,1162,weekday,3
641,37,weekday,5
642,12,weekday,3
643,48,weekday,3
644,8,weekend,3
645,127,weekday,3
646,12,weekday,3
647,87,weekday,4
648,34,weekday,5
649,72,weekday,5
650,84,weekday,5
651,964,weekday,3
652,52,weekday,5
653,20,weekday,4
654,1420,weekday,3
655,11,weekday,0
656,5,weekend,3
657,5,weekday,5
658,348,weekday,5
659,373,weekday,3
660,357,weekday,3
661,12,weekday,3
662,16,weekday,3
663,240,weekday,3
664,402,weekday,5
665,89,weekday,5
666,134,weekday,5
667,180,weekend,5
668,30,weekday,3
669,21,weekday,5
670,25,weekday,3
671,44,weekday,3
672,100,weekday,5
673,4,weekday,3
674,24,weekend,5
675,57,weekday,5
676,4,weekday,5
677,30,weekday,5
678,7,weekend,4
679,12,weekday,4
680,826,weekday,5
681,309,weekday,3
682,345,weekday,3
683,148,weekday,0
684,9,weekday,3
685,124,weekday,5
686,261,weekday,5
687,21,weekday,5
688,37,weekday,3
689,66,weekday,5
690,5,weekday,5
691,3054,weekday,3
692,144,weekday,5
693,17,weekday,4
694,37,weekday,3
695,77,weekday,5
696,22,weekday,4
697,14,weekday,3
698,21,weekday,3
699,41,weekday,3
700,1737,weekday,3
701,14,weekend,5
702,14,weekday,5
703,40,weekday,5
704,104,weekday,4
705,152,weekday,5
706,565,weekday,3
707,28,weekday,5
708,221,weekday,3
709,161,weekday,5
710,16,weekday,0
711,27,weekday,3
712,205,weekday,3
713,829,weekday,3
714,109,weekday,5
715,19,weekday,3
716,104,weekday,3
717,14,weekend,4
718,18,weekday,3
719,23,weekday,5
720,737,weekday,5
721,9,weekday,5
722,24,weekday,5
723,6,weekday,4
724,23,weekday,5
725,75,weekday,5
726,341,weekday,3
727,42,weekday,1
728,294,weekday,5
729,21,weekday,1
730,36,weekday,5
731,125,weekday,5
732,16,weekday,5
733,834,weekday,3
734,875,weekday,2
735,9,weekday,2
736,13,weekday,4
737,3513,weekday,3
738,23,weekday,4
739,34,weekday,3
740,73,weekday,4
741,549,weekday,3
742,5,weekday,3
743,7,weekend,5
744,11,weekday,4
745,306,weekday,4
746,314,weekday,4
747,202,weekday,5
748,23,weekday,3
749,285,weekday,5
750,30,weekday,5
751,123,weekday,5
752,11,weekday,5
753,6,weekday,5
754,127,weekday,0
755,40,weekday,3
756,30,weekend,5
757,469,weekday,3
758,108,weekday,3
759,106,weekday,5
760,6,weekday,3
761,85,weekday,5
762,52,weekend,5
763,6,weekend,0
764,53,weekday,3
765,8,weekend,5
766,10,weekday,5
767,235,weekday,5
768,81,weekday,3
769,10,weekday,6
770,5,weekday,3
771,69,weekend,5
772,11,weekend,2
773,69,weekday,3
774,110,weekend,5
775,14,weekend,3
776,34,weekday,3
777,203,weekday,5
778,2001,weekday,5
779,20,weekday,5
780,63,weekend,5
781,136,weekday,5
782,2165,weekday,5
783,2147,weekday,5
784,16,weekend,5
785,13,weekday,5
786,24,weekday,3
787,74,weekday,5
788,36,weekend,5
789,8,weekend,2
790,39,weekend,5
791,9,weekday,3
792,20,weekday,5
793,5,weekday,5
794,153,weekday,3
795,8,weekday,5
796,22,weekday,5
797,21,weekday,3
798,16,weekday,0
799,12,weekday,3
800,10,weekday,3
801,28,weekday,6
802,12,weekend,5
803,162,weekday,3
804,3,weekend,5
805,30,weekday,5
806,8,weekend,3
807,5,weekday,3
808,320,weekday,5
809,29,weekday,3
810,7,weekday,4
811,51,weekday,3
812,47,weekday,3
813,61,weekday,4
814,40,weekday,3
815,5,weekday,3
816,140,weekend,3
817,33,weekday,5
818,15,weekday,5
819,24,weekday,5
820,14,weekday,3
821,24,weekday,5
822,72,weekday,3
823,38,weekday,3
824,144,weekday,5
825,19,weekday,4
826,38,weekday,5
827,78,weekday,3
828,42,weekday,5
829,131,weekday,5
830,15,weekend,4
831,52,weekday,3
832,12,weekday,4
833,103,weekday,3
834,42,weekday,3
835,27,weekday,3
836,10,weekday,3
837,7,weekday,3
838,22,weekday,1
839,8,weekday,3
840,410,weekday,2
841,8,weekend,0
842,67,weekday,5
843,8,weekday,5
844,6,weekend,3
845,40,weekday,3
846,5,weekend,5
847,35,weekday,3
848,18,weekend,5
849,6,weekend,2
850,4,weekend,0
851,72,weekday,3
852,4,weekday,2
853,16,weekday,5
854,118,weekday,3
855,353,weekday,5
856,450,weekday,5
857,82,weekday,5
858,748,weekday,3
859,14,weekend,5
860,51,weekday,3
861,63,weekday,3
862,14,weekday,5
863,63,weekday,5
864,62,weekday,3
865,7,weekend,5
866,67,weekday,3
867,4,weekend,5
868,856,weekday,5
869,1254,weekday,3
870,660,weekday,3
871,616,weekday,5
872,47,weekday,3
873,344,weekday,5
874,63,weekday,3
875,18,weekday,3
876,58,weekday,3
877,12,weekend,3
878,146,weekday,3
879,26,weekday,0
880,93,weekday,3
881,473,weekday,3
882,1364,weekday,5
883,380,weekday,3
884,160,weekday,3
885,95,weekday,3
886,1104,weekday,3
887,113,weekday,5
888,6,weekday,2
889,17,weekday,3
890,104,weekday,3
891,32,weekday,5
892,50,weekday,5
893,9,weekend,0
894,21,weekday,3
895,17,weekday,3
896,10,weekend,5
897,176,weekday,5
898,21,weekday,3
899,82,weekday,3
900,50,weekend,5
901,18,weekday,5
902,5,weekday,3
903,9,weekday,3
904,58,weekday,4
905,11,weekend,4
906,34,weekday,3
907,23,weekday,3
908,169,weekday,5
909,26,weekday,3
910,12,weekday,5
911,8,weekday,5
912,30,weekday,5
913,156,weekday,5
914,15,weekend,5
915,710,weekday,5
916,8,weekend,2
917,54,weekday,3
918,80,weekday,3
919,36,weekday,5
920,5,weekday,1
921,8,weekday,4
922,109,weekday,3
923,105,weekday,3
924,22,weekend,5
925,39,weekday,3
926,16,weekend,5
927,45,weekday,2
928,20,weekday,0
929,10,weekday,1
930,7,weekday,3
931,3,weekend,3
932,48,weekday,5
933,15,weekday,5
934,16,weekday,5
935,5,weekday,3
936,84,weekday,3
937,60,weekend,3
938,29,weekend,5
939,130,weekday,5
940,65,weekday,5
941,26,weekend,0
942,19,weekday,4
943,26,weekday,0
944,44,weekend,3
945,24,weekday,1
946,36,weekday,5
947,33,weekday,5
948,36,weekday,3
949,7,weekday,5
950,6,weekday,3
951,39,weekday,5
952,10,weekday,2
953,77,weekend,5
954,22,weekday,5
955,5,weekend,1
956,41,weekday,5
957,27,weekday,5
958,23,weekday,5
959,75,weekday,3
960,26,weekday,3
961,11,weekday,5
962,18,weekday,3
963,50,weekday,3
964,39,weekday,5
965,562,weekday,3
966,35,weekday,0
967,174,weekday,3
968,18,weekday,5
969,187,weekday,3
970,75,weekday,5
971,75,weekday,5
972,43,weekday,1
973,13,weekday,5
974,28,weekday,3
975,33,weekday,3
976,167,weekday,5
977,7,weekday,3
978,11,weekday,5
979,5,weekend,3
980,9,weekday,5
981,356,weekday,3
982,14,weekday,5
983,68,weekday,5
984,46,weekday,6
985,5,weekday,3
986,79,weekday,3
987,48,weekend,5
988,5,weekday,2
989,55,weekday,5
990,17,weekday,3
991,142,weekday,5
992,7,weekday,1
993,39,weekday,3
994,4,weekday,1
995,58,weekday,5
996,20,weekend,3
997,16,weekday,5
998,164,weekday,5
999,98,weekday,5
1000,498,weekday,3
1001,4,weekend,3
1002,14,weekday,5
1003,7,weekday,5
1004,8,weekend,3
1005,165,weekday,5
1006,10,weekday,3
1007,42,weekday,5
1008,32,weekday,5
1009,21,weekend,3
1010,115,weekday,5
1011,40,weekday,2
1012,27,weekday,5
1013,10,weekend,1
1014,12,weekend,0
1015,51,weekday,5
1016,127,weekday,0
1017,98,weekday,5
1018,9,weekend,0
1019,696,weekday,3
1020,728,weekday,5
1021,11,weekday,5
1022,15,weekday,5
1023,92,weekday,3
1024,14,weekday,0
1025,6,weekday,0
1026,7,weekend,3
1027,25,weekday,5
1028,3,weekend,5
1029,1,weekend,5
1030,23,weekday,5
1031,25,weekday,5
1032,22,weekday,5
1033,80,weekday,3
1034,12,weekday,5
1035,20,weekday,5
1036,36,weekday,5
1037,21,weekday,5
1038,103,weekday,3
1039,20,weekday,1
1040,12,weekday,3
1041,22,weekday,3
1042,20,weekday,0
1043,1121,weekday,3
1044,57,weekday,3
1045,2,weekday,1
1046,17,weekend,5
1047,71,weekday,3
1048,16,weekday,5
1049,16,weekday,5
1050,14,weekend,3
1051,76,weekday,0
1052,21,weekday,3
1053,291,weekend,6
1054,11,weekday,3
1055,15,weekday,3
1056,11,weekday,3
1057,11,weekday,3
1058,10,weekday,4
1059,6,weekday,2
1060,33,weekend,5
1061,141,weekday,5
1062,17,weekday,3
1063,60,weekday,5
1064,21,weekday,5
1065,134,weekday,5
1066,8,weekend,1
1067,257,weekday,3
1068,20,weekend,5
1069,8,weekend,5
1070,130,weekday,4
1071,191,weekday,3
1072,50,weekday,5
1073,20,weekday,4
1074,168,weekday,5
1075,5,weekday,4
1076,48,weekday,6
1077,106,weekday,3
1078,12,weekday,5
1079,89,weekday,4
1080,163,weekend,3
1081,44,weekday,3
1082,53,weekday,5
1083,9,weekday,5
1084,9,weekend,5
1085,4,weekday,5
1086,74,weekend,5
1087,9,weekend,2
1088,31,weekday,5
1089,20,weekday,3
1090,452,weekday,3
1091,19,weekday,5
1092,54,weekday,5
1093,25,weekday,5
1094,6,weekday,0
1095,4,weekday,3
1096,19,weekend,5
1097,126,weekday,5
1098,24,weekday,5
1099,75,weekend,5
1100,66,weekday,5
1101,134,weekday,5
1102,20,weekend,5
1103,5,weekend,4
1104,282,weekday,5
1105,6,weekday,5
1106,23,weekday,0
1107,281,weekday,0
1108,117,weekday,5
1109,118,weekend,4
1110,142,weekday,3
1111,21,weekday,5
1112,22,weekday,4
1113,28,weekday,5
1114,18,weekday,5
1115,16,weekday,5
1116,6,weekend,5
1117,404,weekday,5
1118,48,weekday,4
1119,212,weekday,3
1120,7,weekday,1
1121,12,weekend,3
1122,139,weekday,5
1123,12,weekday,3
1124,73,weekday,5
1125,37,weekend,3
1126,129,weekday,3
1127,115,weekend,4
1128,223,weekday,5
1129,418,weekday,3
1130,10,weekday,5
1131,331,weekday,5
1132,102,weekday,5
1133,99,weekday,5
1134,11,weekday,5
1135,35,weekday,0
1136,74,weekday,5
1137,105,weekday,0
1138,13,weekday,5
1139,285,weekday,3
1140,23,weekday,5
1141,83,weekday,5
1142,9,weekend,4
1143,42,weekend,4
1144,11,weekday,5
1145,6,weekend,5
1146,80,weekday,3
1147,101,weekday,3
1148,40,weekend,5
1149,40,weekday,5
1150,152,weekday,3
1151,22,weekend,5
1152,29,weekday,3
1153,16,weekend,3
1154,9,weekday,5
1155,6,weekday,3
1156,11,weekday,5
1157,31,weekday,5
1158,21,weekday,5
1159,85,weekday,1
1160,22,weekday,3
1161,36,weekday,3
1162,24,weekday,5
1163,9,weekend,5
1164,58,weekday,5
1165,9,weekend,5
1166,108,weekday,5
1167,29,weekend,3
1168,30,weekday,3
1169,154,weekday,5
1170,68,weekday,5
1171,8,weekday,2
1172,18,weekday,5
1173,47,weekday,5
1174,4,weekday,4
1175,64,weekday,3
1176,84,weekday,5
1177,47,weekday,5
1178,46,weekday,3
1179,14,weekday,5
1180,61,weekday,3
1181,26,weekday,3
1182,30,weekday,5
1183,10,weekday,5
1184,33,weekday,4
1185,175,weekend,4
1186,211,weekday,5
1187,8,weekend,5
1188,41,weekday,3
1189,111,weekday,5
1190,11,weekday,3
1191,6,weekday,3
1192,15,weekend,3
1193,5,weekday,2
1194,23,weekday,1
1195,12,weekday,4
1196,34,weekday,4
1197,6,weekday,5
1198,21,weekend,5
1199,5,weekday,3
1200,114,weekend,4
1201,34,weekday,5
1202,56,weekday,3
1203,85,weekday,3
1204,159,weekday,5
1205,5,weekend,5
1206,56,weekday,3
1207,184,weekday,3
1208,27,weekday,5
1209,14,weekday,3
1210,13,weekend,2
1211,199,weekday,5
1212,49,weekday,3
1213,19,weekday,3
1214,8,weekend,5
1215,19,weekday,5
1216,54,weekday,1
1217,17,weekday,5
1218,29,weekday,5
1219,4,weekday,5
1220,55,weekday,5
1221,39,weekday,1
1222,60,weekday,3
1223,13,weekday,3
1224,15,weekend,5
1225,11,weekday,2
1226,18,weekend,3
1227,12,weekday,1
1228,12,weekend,5
1229,88,weekday,0
1230,8,weekend,5
1231,5,weekday,5
1232,63,weekday,5
1233,5,weekday,3
1234,17,weekend,3
1235,6,weekday,3
1236,5,weekday,2
1237,437,weekday,0
1238,7,weekday,3
1239,24,weekday,5
1240,6,weekday,4
1241,5,weekday,4
1242,8,weekday,5
1243,76,weekday,3
1244,44,weekday,3
1245,33,weekday,0
1246,15,weekday,0
1247,22,weekday,2
1248,28,weekday,5
1249,68,weekday,5
1250,76,weekday,0
1251,182,weekday,3
1252,72,weekday,5
1253,10,weekday,3
1254,7,weekday,5
1255,216,weekday,0
1256,12,weekday,4
1257,8,weekday,5
1258,8,weekday,3
1259,11,weekend,3
1260,8,weekday,5
1261,74,weekday,3
1262,16,weekday,3
1263,8,weekday,5
1264,8,weekday,0
1265,16,weekend,3
1266,8,weekend,3
1267,14,weekday,0
1268,25,weekday,5
1269,11,weekday,3
1270,38,weekday,3
1271,5,weekday,2
1272,7,weekday,5
1273,38,weekday,5
1274,5,weekday,5
1275,112,weekday,5
1276,22,weekday,5
1277,2255,weekday,3
1278,4,weekday,3
1279,32,weekday,3
1280,148,weekend,3
1281,5,weekday,4
1282,4,weekend,3
1283,5,weekday,5
1284,9,weekday,0
1285,107,weekday,5
1286,5,weekday,5
1287,6,weekday,3
1288,5,weekend,3
1289,6,weekend,5
1290,152,weekday,5
1291,10,weekday,3
1292,16,weekday,3
1293,38,weekday,5
1294,47,weekday,5
1295,9,weekend,5
1296,56,weekday,5
1297,31,weekday,3
1298,5,weekday,3
1299,13,weekday,0
1300,9,weekday,3
1301,39,weekday,5
1302,5,weekday,3
1303,14,weekday,4
1304,7,weekday,2
1305,36,weekday,3
1306,58,weekday,5
1307,116,weekday,5
1308,34,weekday,5
1309,60,weekday,5
1310,80,weekday,3
1311,25,weekday,5
1312,15,weekday,2
1313,9,weekday,5
1314,82,weekday,5
1315,47,weekday,5
1316,6,weekday,3
1317,10,weekday,2
1318,17,weekday,4
1319,67,weekend,4
1320,42,weekday,1
1321,22,weekday,3
1322,8,weekday,0
1323,8,weekend,3
1324,16,weekday,3
1325,39,weekday,5
1326,237,weekday,5
1327,14,weekday,5
1328,97,weekend,5
1329,23,weekend,5
1330,107,weekday,5
1331,20,weekday,0
1332,27,weekday,5
1333,14,weekday,3
1334,145,weekday,5
1335,32,weekday,3
1336,6,weekend,5
1337,180,weekday,5
1338,30,weekday,5
1339,29,weekday,4
1340,9,weekday,3
1341,9,weekday,4
1342,46,weekday,3
1343,31,weekday,5
1344,17,weekend,1
1345,10,weekend,5
1346,34,weekend,5
1347,132,weekend,4
1348,662,weekday,5
1349,41,weekday,5
1350,62,weekday,3
1351,20,weekend,3
1352,15,weekend,5
1353,11,weekday,3
1354,9,weekday,3
