,coordinates,geo_id,geo_id_washed,poi_country,poi_id,poi_type,traffic_type,type
25,"[103.839098, 1.301838]",37,25,SG,4b05880bf964a52000ae22e3,Wine Bar,poi,Point
26,"[103.839104, 1.301884]",38,26,SG,4b05880bf964a52004ae22e3,Bar,poi,Point
27,"[103.89838, 1.314731]",40,27,SG,4b05880bf964a520b3ad22e3,Hotel,poi,Point
28,"[103.843491, 1.275121]",41,28,SG,4b05880bf964a520b6ad22e3,Hotel,poi,Point
29,"[103.827931, 1.307516]",42,29,SG,4b05880bf964a520b7ad22e3,Hotel,poi,Point
30,"[103.823763, 1.303936]",43,30,SG,4b05880bf964a520b9ad22e3,Hotel,poi,Point
31,"[103.835531, 1.307077]",44,31,SG,4b05880bf964a520baad22e3,Hotel,poi,Point
32,"[103.860324, 1.300354]",45,32,SG,4b05880bf964a520bbad22e3,Hotel,poi,Point
33,"[103.854079, 1.29495]",46,33,SG,4b05880bf964a520bfad22e3,Hotel,poi,Point
34,"[103.832345, 1.306766]",47,34,SG,4b05880bf964a520c0ad22e3,Hotel,poi,Point
35,"[103.8365, 1.311895]",48,35,SG,4b05880bf964a520c1ad22e3,Hotel,poi,Point
36,"[103.832497, 1.305313]",49,36,SG,4b05880bf964a520c2ad22e3,Hotel,poi,Point
37,"[103.85892, 1.292366]",50,37,SG,4b05880bf964a520c5ad22e3,Hotel,poi,Point
38,"[103.86009, 1.290806]",51,38,SG,4b05880bf964a520c6ad22e3,Hotel,poi,Point
39,"[103.858835, 1.293344]",52,39,SG,4b05880bf964a520c7ad22e3,Hotel,poi,Point
40,"[103.853428, 1.293209]",53,40,SG,4b05880bf964a520c8ad22e3,Hotel,poi,Point
41,"[103.834077, 1.308709]",54,41,SG,4b05880bf964a520c9ad22e3,Hotel,poi,Point
42,"[103.842167, 1.300413]",59,42,SG,4b05880bf964a520cead22e3,Hotel,poi,Point
43,"[103.810029, 1.257147]",60,43,SG,4b05880bf964a520cfad22e3,Resort,poi,Point
44,"[103.828568, 1.304642]",61,44,SG,4b05880bf964a520d0ad22e3,Hotel,poi,Point
45,"[103.832932, 1.306542]",62,45,SG,4b05880bf964a520d1ad22e3,Hotel,poi,Point
46,"[103.834903, 1.290508]",63,46,SG,4b05880bf964a520d2ad22e3,Hotel,poi,Point
47,"[103.900701, 1.311677]",65,47,SG,4b05880bf964a520d6ad22e3,Hotel,poi,Point
48,"[103.88008, 1.311864]",69,48,SG,4b05880bf964a520daad22e3,Hotel,poi,Point
49,"[103.848032, 1.297983]",73,49,SG,4b05880bf964a520dead22e3,Hotel,poi,Point
50,"[103.84506, 1.297459]",74,50,SG,4b05880bf964a520dfad22e3,Hotel,poi,Point
51,"[103.852488, 1.297119]",77,51,SG,4b05880bf964a520e4ad22e3,Hotel,poi,Point
52,"[103.814004, 1.255231]",78,52,SG,4b05880bf964a520e5ad22e3,Resort,poi,Point
53,"[103.953667, 1.376339]",79,53,SG,4b05880bf964a520e6ad22e3,General Entertainment,poi,Point
54,"[103.826542, 1.311391]",80,54,SG,4b05880bf964a520e7ad22e3,Hotel,poi,Point
55,"[103.852837, 1.286279]",81,55,SG,4b05880bf964a520e8ad22e3,Hotel,poi,Point
56,"[103.845371, 1.280475]",83,56,SG,4b05880bf964a520eaad22e3,Hotel,poi,Point
57,"[103.834643, 1.289028]",84,57,SG,4b05880bf964a520ecad22e3,Hotel,poi,Point
58,"[103.851972, 1.29768]",85,58,SG,4b05880bf964a520edad22e3,Hotel,poi,Point
59,"[103.825865, 1.305672]",86,59,SG,4b05880bf964a520eead22e3,Hotel,poi,Point
60,"[103.814644, 1.254372]",87,60,SG,4b05880bf964a520efad22e3,Resort,poi,Point
61,"[103.849832, 1.300502]",88,61,SG,4b05880bf964a520f1ad22e3,Gaming Cafe,poi,Point
62,"[103.843452, 1.280265]",89,62,SG,4b05880bf964a520f2ad22e3,Tea Room,poi,Point
63,"[103.852086, 1.295087]",90,63,SG,4b05880bf964a520f3ad22e3,American Restaurant,poi,Point
64,"[103.844045, 1.289637]",91,64,SG,4b05880bf964a520f4ad22e3,Brewery,poi,Point
65,"[103.849634, 1.285991]",92,65,SG,4b05880bf964a520faad22e3,Bar,poi,Point
66,"[103.828161, 1.306165]",93,66,SG,4b05880bf964a520fbad22e3,Rock Club,poi,Point
67,"[103.836229, 1.303162]",94,67,SG,4b05880bf964a520fdad22e3,Coffee Shop,poi,Point
68,"[103.858223, 1.29323]",95,68,SG,4b05880cf964a5200bae22e3,Brewery,poi,Point
69,"[103.850069, 1.285829]",96,69,SG,4b05880cf964a5200dae22e3,Bar,poi,Point
70,"[103.834866, 1.291117]",97,70,SG,4b05880cf964a5200eae22e3,Nightclub,poi,Point
71,"[103.830832, 1.304637]",100,71,SG,4b05880cf964a5201cae22e3,Coffee Shop,poi,Point
72,"[103.795695, 1.330556]",101,72,SG,4b05880cf964a5201dae22e3,Ice Cream Shop,poi,Point
73,"[103.855814, 1.299829]",102,73,SG,4b05880cf964a5201fae22e3,Diner,poi,Point
74,"[103.846378, 1.289926]",103,74,SG,4b05880cf964a52021ae22e3,Pub,poi,Point
75,"[103.833032, 1.305522]",104,75,SG,4b05880cf964a52027ae22e3,Nightclub,poi,Point
76,"[103.853337, 1.293406]",107,76,SG,4b05880cf964a5202eae22e3,Cocktail Bar,poi,Point
77,"[103.84489, 1.28995]",108,77,SG,4b05880cf964a52030ae22e3,Nightclub,poi,Point
78,"[103.846174, 1.290227]",109,78,SG,4b05880cf964a52033ae22e3,Bar,poi,Point
79,"[103.853139, 1.286056]",110,79,SG,4b05880cf964a52035ae22e3,Cocktail Bar,poi,Point
80,"[103.835277, 1.291066]",111,80,SG,4b05880cf964a52039ae22e3,Nightclub,poi,Point
81,"[103.845327, 1.290484]",115,81,SG,4b05880cf964a52046ae22e3,Rock Club,poi,Point
82,"[103.786754, 1.304838]",116,82,SG,4b05880cf964a52047ae22e3,Australian Restaurant,poi,Point
83,"[103.811789, 1.306123]",118,83,SG,4b05880df964a5204aae22e3,Indian Restaurant,poi,Point
84,"[103.860245, 1.290385]",120,84,SG,4b05880df964a52051ae22e3,Tea Room,poi,Point
85,"[103.845466, 1.29042]",122,85,SG,4b05880df964a52057ae22e3,Bar,poi,Point
86,"[103.852335, 1.294991]",123,86,SG,4b05880df964a52058ae22e3,Cocktail Bar,poi,Point
87,"[103.848955, 1.28942]",124,87,SG,4b05880df964a52064ae22e3,Nightclub,poi,Point
88,"[103.833117, 1.306444]",125,88,SG,4b05880df964a52065ae22e3,Nightclub,poi,Point
89,"[103.844227, 1.279636]",127,89,SG,4b05880df964a5206aae22e3,Gay Bar,poi,Point
90,"[103.845726, 1.290869]",128,90,SG,4b05880df964a5206bae22e3,Nightclub,poi,Point
91,"[103.846577, 1.289167]",129,91,SG,4b05880df964a5206fae22e3,Nightclub,poi,Point
92,"[103.849708, 1.286527]",130,92,SG,4b05880df964a52075ae22e3,Cocktail Bar,poi,Point
93,"[103.811418, 1.306442]",133,93,SG,4b05880df964a5207cae22e3,Bar,poi,Point
94,"[103.8441, 1.282967]",134,94,SG,4b05880df964a5207dae22e3,Bar,poi,Point
95,"[103.849181, 1.285803]",136,95,SG,4b05880df964a52081ae22e3,Bar,poi,Point
96,"[103.829135, 1.243373]",137,96,SG,4b05880df964a52084ae22e3,Lounge,poi,Point
97,"[103.849866, 1.303011]",138,97,SG,4b05880df964a52086ae22e3,Bar,poi,Point
98,"[103.787851, 1.304946]",139,98,SG,4b05880df964a52087ae22e3,Wine Bar,poi,Point
99,"[103.813557, 1.304852]",141,99,SG,4b05880df964a5208aae22e3,French Restaurant,poi,Point
100,"[103.856406, 1.290054]",143,100,SG,4b05880ef964a52093ae22e3,Dessert Shop,poi,Point
101,"[103.858979, 1.300491]",145,101,SG,4b05880ef964a5209fae22e3,Bar,poi,Point
102,"[103.813065, 1.278732]",146,102,SG,4b05880ef964a520a0ae22e3,Scenic Lookout,poi,Point
103,"[103.848352, 1.283448]",147,103,SG,4b05880ef964a520a1ae22e3,Mall,poi,Point
104,"[103.847137, 1.327946]",148,104,SG,4b05880ef964a520a3ae22e3,Monument / Landmark,poi,Point
105,"[103.850065, 1.292969]",149,105,SG,4b05880ef964a520a6ae22e3,Monument / Landmark,poi,Point
106,"[103.850691, 1.287722]",153,106,SG,4b05880ef964a520adae22e3,Historic Site,poi,Point
107,"[103.850399, 1.290141]",154,107,SG,4b05880ef964a520aeae22e3,Courthouse,poi,Point
108,"[103.987323, 1.388744]",155,108,SG,4b05880ef964a520b0ae22e3,Neighborhood,poi,Point
109,"[103.795135, 1.310974]",156,109,SG,4b05880ef964a520b1ae22e3,Other Great Outdoors,poi,Point
110,"[103.896654, 1.316677]",158,110,SG,4b05880ef964a520b3ae22e3,Malaysian Restaurant,poi,Point
111,"[103.706732, 1.320689]",160,111,SG,4b05880ef964a520b5ae22e3,Zoo,poi,Point
112,"[103.788786, 1.403878]",161,112,SG,4b05880ef964a520b7ae22e3,Zoo,poi,Point
113,"[103.790588, 1.404779]",162,113,SG,4b05880ef964a520b8ae22e3,Zoo,poi,Point
114,"[103.776684, 1.354754]",163,114,SG,4b05880ef964a520b9ae22e3,Park,poi,Point
115,"[103.730421, 1.337378]",164,115,SG,4b05880ef964a520baae22e3,Garden,poi,Point
116,"[103.846421, 1.295075]",165,116,SG,4b05880ef964a520bbae22e3,Park,poi,Point
117,"[103.727674, 1.446351]",167,117,SG,4b05880ef964a520bfae22e3,Park,poi,Point
118,"[103.85214, 1.295128]",168,118,SG,4b05880ef964a520c0ae22e3,Monument / Landmark,poi,Point
119,"[103.757958, 1.419528]",169,119,SG,4b05880ef964a520c2ae22e3,Monument / Landmark,poi,Point
120,"[103.832377, 1.341604]",170,120,SG,4b05880ef964a520c6ae22e3,Park,poi,Point
121,"[103.845005, 1.28984]",172,121,SG,4b05880ef964a520d6ae22e3,Plaza,poi,Point
122,"[103.853195, 1.298176]",173,122,SG,4b05880ef964a520d9ae22e3,Church,poi,Point
123,"[103.811424, 1.258584]",174,123,SG,4b05880ef964a520dcae22e3,Aquarium,poi,Point
124,"[103.847579, 1.281129]",175,124,SG,4b05880ef964a520e4ae22e3,Temple,poi,Point
125,"[103.852278, 1.289018]",176,125,SG,4b05880ff964a52002af22e3,Monument / Landmark,poi,Point
126,"[103.815431, 1.305169]",178,126,SG,4b05880ff964a52006af22e3,Church,poi,Point
127,"[103.849351, 1.292272]",179,127,SG,4b05880ff964a52008af22e3,Fire Station,poi,Point
128,"[103.865379, 1.294002]",181,128,SG,4b05880ff964a5200daf22e3,Bridge,poi,Point
129,"[103.930172, 1.324675]",182,129,SG,4b05880ff964a52013af22e3,Other Great Outdoors,poi,Point
130,"[103.839308, 1.281006]",183,130,SG,4b05880ff964a52015af22e3,Monument / Landmark,poi,Point
131,"[103.847424, 1.297864]",184,131,SG,4b05880ff964a52023af22e3,Church,poi,Point
132,"[103.844141, 1.287888]",185,132,SG,4b05880ff964a52024af22e3,Mosque,poi,Point
133,"[103.832345, 1.410195]",188,133,SG,4b05880ff964a52028af22e3,Park,poi,Point
134,"[103.76476, 1.351124]",189,134,SG,4b05880ff964a52029af22e3,Park,poi,Point
135,"[103.870175, 1.308976]",190,135,SG,4b05880ff964a5202aaf22e3,River,poi,Point
136,"[103.860133, 1.302626]",191,136,SG,4b05880ff964a5202caf22e3,Monument / Landmark,poi,Point
137,"[103.850727, 1.285534]",192,137,SG,4b05880ff964a5202daf22e3,Office,poi,Point
138,"[103.852161, 1.292694]",194,138,SG,4b05880ff964a520e6ae22e3,Church,poi,Point
139,"[103.851228, 1.29619]",195,139,SG,4b05880ff964a520e7ae22e3,Church,poi,Point
140,"[103.860731, 1.318511]",196,140,SG,4b05880ff964a520e8ae22e3,Temple,poi,Point
141,"[103.859198, 1.301202]",198,141,SG,4b05880ff964a520ebae22e3,Road,poi,Point
142,"[103.859162, 1.3021]",205,142,SG,4b05880ff964a520fbae22e3,Mosque,poi,Point
143,"[103.853003, 1.300872]",206,143,SG,4b05880ff964a520fcae22e3,Temple,poi,Point
144,"[103.856128, 1.31334]",207,144,SG,4b05880ff964a520fdae22e3,Monument / Landmark,poi,Point
145,"[103.853241, 1.284424]",210,145,SG,4b058810f964a52032af22e3,Monument / Landmark,poi,Point
146,"[103.770289, 1.438285]",211,146,SG,4b058810f964a52033af22e3,Park,poi,Point
147,"[103.853835, 1.289626]",213,147,SG,4b058810f964a52036af22e3,Park,poi,Point
148,"[103.769919, 1.440962]",216,148,SG,4b058810f964a5203aaf22e3,Monument / Landmark,poi,Point
149,"[103.844958, 1.291947]",217,149,SG,4b058810f964a5203caf22e3,Mall,poi,Point
150,"[103.849946, 1.28861]",218,150,SG,4b058810f964a5203eaf22e3,River,poi,Point
151,"[103.870518, 1.280519]",219,151,SG,4b058810f964a52040af22e3,Water Park,poi,Point
152,"[103.843848, 1.29659]",223,152,SG,4b058810f964a52048af22e3,Church,poi,Point
153,"[103.855777, 1.30312]",224,153,SG,4b058810f964a52049af22e3,Church,poi,Point
154,"[103.852799, 1.300389]",225,154,SG,4b058810f964a5204aaf22e3,Temple,poi,Point
155,"[103.818572, 1.253008]",226,155,SG,4b058810f964a5204eaf22e3,Sculpture Garden,poi,Point
156,"[103.828053, 1.273322]",227,156,SG,4b058810f964a5204faf22e3,Church,poi,Point
157,"[103.848559, 1.290806]",228,157,SG,4b058810f964a52050af22e3,Monument / Landmark,poi,Point
158,"[103.854447, 1.297629]",230,158,SG,4b058810f964a52052af22e3,Library,poi,Point
159,"[103.863083, 1.289358]",231,159,SG,4b058810f964a52054af22e3,Monument / Landmark,poi,Point
160,"[103.899251, 1.415724]",233,160,SG,4b058810f964a52056af22e3,Harbor / Marina,poi,Point
161,"[103.787857, 1.305402]",234,161,SG,4b058810f964a52059af22e3,Neighborhood,poi,Point
162,"[103.769008, 1.352695]",235,162,SG,4b058810f964a5205baf22e3,History Museum,poi,Point
163,"[103.794077, 1.279298]",236,163,SG,4b058810f964a5205caf22e3,Monument / Landmark,poi,Point
164,"[103.851621, 1.302947]",238,164,SG,4b058810f964a52061af22e3,College Arts Building,poi,Point
165,"[103.777714, 1.294088]",239,165,SG,4b058810f964a52063af22e3,University,poi,Point
166,"[103.809856, 1.30408]",240,166,SG,4b058810f964a52064af22e3,Other Great Outdoors,poi,Point
167,"[103.716474, 1.418593]",241,167,SG,4b058810f964a52065af22e3,Farm,poi,Point
168,"[103.811445, 1.361061]",242,168,SG,4b058810f964a52066af22e3,Bridge,poi,Point
169,"[103.726388, 1.43917]",243,169,SG,4b058810f964a52067af22e3,Zoo,poi,Point
170,"[103.736, 1.334117]",245,170,SG,4b058810f964a52069af22e3,Planetarium,poi,Point
171,"[103.678365, 1.331565]",246,171,SG,4b058810f964a5206baf22e3,Museum,poi,Point
172,"[103.736341, 1.333228]",247,172,SG,4b058810f964a5206caf22e3,Science Museum,poi,Point
173,"[103.849317, 1.292818]",248,173,SG,4b058810f964a5206eaf22e3,Museum,poi,Point
174,"[103.851021, 1.29736]",249,174,SG,4b058810f964a5206faf22e3,Art Museum,poi,Point
175,"[103.852125, 1.287114]",250,175,SG,4b058810f964a52071af22e3,History Museum,poi,Point
176,"[103.973936, 1.362249]",251,176,SG,4b058810f964a52072af22e3,History Museum,poi,Point
177,"[103.817353, 1.255246]",252,177,SG,4b058810f964a52074af22e3,Park,poi,Point
178,"[103.849317, 1.294039]",253,178,SG,4b058810f964a52078af22e3,History Museum,poi,Point
179,"[103.898911, 1.346526]",254,179,SG,4b058810f964a52079af22e3,Museum,poi,Point
180,"[103.844244, 1.283418]",259,180,SG,4b058811f964a52099af22e3,Museum,poi,Point
181,"[103.854393, 1.296362]",260,181,SG,4b058811f964a5209aaf22e3,Museum,poi,Point
182,"[103.8252, 1.305366]",261,182,SG,4b058811f964a5209caf22e3,American Restaurant,poi,Point
183,"[103.756599, 1.320302]",262,183,SG,4b058811f964a5209daf22e3,Mexican Restaurant,poi,Point
184,"[103.85875, 1.294766]",263,184,SG,4b058811f964a5209faf22e3,American Restaurant,poi,Point
185,"[103.828688, 1.306655]",265,185,SG,4b058811f964a520a3af22e3,Pizza Place,poi,Point
186,"[103.828442, 1.306803]",268,186,SG,4b058811f964a520a6af22e3,Italian Restaurant,poi,Point
187,"[103.854883, 1.298637]",269,187,SG,4b058811f964a520a9af22e3,Mediterranean Restaurant,poi,Point
188,"[103.786391, 1.435756]",270,188,SG,4b058811f964a520aeaf22e3,Chinese Restaurant,poi,Point
189,"[103.82819, 1.30804]",273,189,SG,4b058812f964a520b2af22e3,Chinese Restaurant,poi,Point
190,"[103.836387, 1.311875]",275,190,SG,4b058812f964a520b5af22e3,Chinese Restaurant,poi,Point
191,"[103.854928, 1.298619]",276,191,SG,4b058812f964a520b8af22e3,Chinese Restaurant,poi,Point
192,"[103.826576, 1.311007]",277,192,SG,4b058812f964a520bcaf22e3,Dim Sum Restaurant,poi,Point
193,"[103.853818, 1.293886]",278,193,SG,4b058812f964a520beaf22e3,Chinese Restaurant,poi,Point
194,"[103.90031, 1.313234]",281,194,SG,4b058812f964a520c9af22e3,Asian Restaurant,poi,Point
195,"[103.90175, 1.316938]",282,195,SG,4b058812f964a520caaf22e3,Thai Restaurant,poi,Point
196,"[103.833182, 1.307623]",284,196,SG,4b058812f964a520d2af22e3,Middle Eastern Restaurant,poi,Point
197,"[103.924288, 1.312617]",285,197,SG,4b058812f964a520d5af22e3,Thai Restaurant,poi,Point
198,"[103.85606, 1.29923]",286,198,SG,4b058812f964a520d7af22e3,Restaurant,poi,Point
199,"[103.84493, 1.298089]",287,199,SG,4b058812f964a520d8af22e3,Seafood Restaurant,poi,Point
200,"[103.856281, 1.296558]",288,200,SG,4b058812f964a520dbaf22e3,Restaurant,poi,Point
201,"[103.786991, 1.336234]",290,201,SG,4b058812f964a520e1af22e3,Chinese Restaurant,poi,Point
202,"[103.873054, 1.39742]",291,202,SG,4b058812f964a520e3af22e3,BBQ Joint,poi,Point
203,"[103.902254, 1.313567]",293,203,SG,4b058812f964a520e5af22e3,Ramen /  Noodle House,poi,Point
204,"[103.901782, 1.309523]",294,204,SG,4b058812f964a520e8af22e3,Food Court,poi,Point
205,"[103.843486, 1.277364]",295,205,SG,4b058812f964a520e9af22e3,Asian Restaurant,poi,Point
206,"[103.833053, 1.306509]",298,206,SG,4b058812f964a520eeaf22e3,Italian Restaurant,poi,Point
207,"[103.905988, 1.314317]",299,207,SG,4b058812f964a520efaf22e3,Seafood Restaurant,poi,Point
208,"[103.857241, 1.314017]",300,208,SG,4b058812f964a520f0af22e3,French Restaurant,poi,Point
209,"[103.794637, 1.311651]",301,209,SG,4b058812f964a520f1af22e3,Mexican Restaurant,poi,Point
210,"[103.849985, 1.286198]",302,210,SG,4b058812f964a520f2af22e3,Italian Restaurant,poi,Point
211,"[103.858954, 1.294688]",303,211,SG,4b058812f964a520f4af22e3,Chinese Restaurant,poi,Point
212,"[103.84622, 1.289654]",305,212,SG,4b058812f964a520fbaf22e3,American Restaurant,poi,Point
213,"[103.796669, 1.311181]",306,213,SG,4b058812f964a520fcaf22e3,Vegetarian / Vegan Restaurant,poi,Point
214,"[103.807283, 1.266881]",307,214,SG,4b058812f964a520fdaf22e3,Chinese Restaurant,poi,Point
215,"[103.846735, 1.282654]",308,215,SG,4b058813f964a52002b022e3,Italian Restaurant,poi,Point
216,"[103.842652, 1.278474]",309,216,SG,4b058813f964a52004b022e3,Australian Restaurant,poi,Point
217,"[103.853512, 1.295934]",315,217,SG,4b058813f964a5201db022e3,Chinese Restaurant,poi,Point
218,"[103.852114, 1.295288]",316,218,SG,4b058813f964a5201eb022e3,Burger Joint,poi,Point
219,"[103.930648, 1.305147]",317,219,SG,4b058813f964a52024b022e3,Seafood Restaurant,poi,Point
220,"[103.830723, 1.306077]",318,220,SG,4b058813f964a52025b022e3,Indonesian Restaurant,poi,Point
221,"[103.84626, 1.282762]",319,221,SG,4b058813f964a52029b022e3,Italian Restaurant,poi,Point
222,"[103.85512, 1.296505]",320,222,SG,4b058813f964a5202ab022e3,Chinese Restaurant,poi,Point
223,"[103.796307, 1.293777]",321,223,SG,4b058813f964a5202cb022e3,Restaurant,poi,Point
224,"[103.852278, 1.295173]",322,224,SG,4b058813f964a5202db022e3,Chinese Restaurant,poi,Point
225,"[103.910516, 1.311634]",323,225,SG,4b058813f964a52031b022e3,Restaurant,poi,Point
226,"[103.824861, 1.304991]",324,226,SG,4b058813f964a52034b022e3,Japanese Restaurant,poi,Point
227,"[103.853597, 1.293269]",327,227,SG,4b058813f964a5203ab022e3,French Restaurant,poi,Point
228,"[103.929956, 1.305071]",329,228,SG,4b058813f964a52043b022e3,Seafood Restaurant,poi,Point
229,"[103.827292, 1.306793]",331,229,SG,4b058813f964a5204ab022e3,Japanese Restaurant,poi,Point
230,"[103.852204, 1.306611]",332,230,SG,4b058813f964a5204cb022e3,Indian Restaurant,poi,Point
231,"[103.823701, 1.30522]",333,231,SG,4b058813f964a5204db022e3,Thai Restaurant,poi,Point
232,"[103.852114, 1.294715]",335,232,SG,4b058813f964a52051b022e3,South American Restaurant,poi,Point
233,"[103.851995, 1.310093]",336,233,SG,4b058813f964a52052b022e3,Indian Restaurant,poi,Point
234,"[103.850884, 1.308397]",337,234,SG,4b058814f964a52055b022e3,Indian Restaurant,poi,Point
235,"[103.859995, 1.301982]",338,235,SG,4b058814f964a52056b022e3,Asian Restaurant,poi,Point
236,"[103.787661, 1.304494]",339,236,SG,4b058814f964a52058b022e3,Bar,poi,Point
237,"[103.835486, 1.289543]",340,237,SG,4b058814f964a52059b022e3,Asian Restaurant,poi,Point
238,"[103.848575, 1.292406]",342,238,SG,4b058814f964a5205cb022e3,Indian Restaurant,poi,Point
239,"[103.84185, 1.321134]",344,239,SG,4b058814f964a5205fb022e3,Asian Restaurant,poi,Point
240,"[103.952879, 1.342174]",345,240,SG,4b058814f964a52060b022e3,Café,poi,Point
241,"[103.949973, 1.355947]",349,241,SG,4b058814f964a52069b022e3,Middle Eastern Restaurant,poi,Point
242,"[103.705498, 1.33889]",350,242,SG,4b058814f964a5206ab022e3,Chinese Restaurant,poi,Point
243,"[103.819299, 1.266506]",351,243,SG,4b058814f964a5206bb022e3,Food Court,poi,Point
244,"[103.851276, 1.288849]",352,244,SG,4b058814f964a5206fb022e3,Art Gallery,poi,Point
245,"[103.849402, 1.294601]",353,245,SG,4b058814f964a52070b022e3,Dance Studio,poi,Point
246,"[103.87542, 1.301968]",357,246,SG,4b058814f964a52078b022e3,Theater,poi,Point
247,"[103.827056, 1.286419]",360,247,SG,4b058814f964a5207eb022e3,Multiplex,poi,Point
248,"[103.944901, 1.352502]",361,248,SG,4b058814f964a5207fb022e3,Multiplex,poi,Point
249,"[103.844898, 1.300642]",362,249,SG,4b058814f964a52080b022e3,Multiplex,poi,Point
250,"[103.859124, 1.290441]",363,250,SG,4b058814f964a52081b022e3,Multiplex,poi,Point
251,"[103.847644, 1.298915]",364,251,SG,4b058814f964a52087b022e3,Multiplex,poi,Point
252,"[103.874488, 1.300996]",365,252,SG,4b058814f964a5208cb022e3,Stadium,poi,Point
253,"[103.860004, 1.294721]",366,253,SG,4b058814f964a5208db022e3,Music Venue,poi,Point
254,"[103.815091, 1.313448]",367,254,SG,4b058814f964a5208eb022e3,Performing Arts Venue,poi,Point
255,"[103.855734, 1.289798]",368,255,SG,4b058814f964a52090b022e3,Concert Hall,poi,Point
256,"[103.845492, 1.281318]",369,256,SG,4b058814f964a52092b022e3,Movie Theater,poi,Point
257,"[103.837017, 1.314264]",370,257,SG,4b058814f964a52094b022e3,School,poi,Point
258,"[103.848762, 1.27603]",372,258,SG,4b058814f964a52096b022e3,Concert Hall,poi,Point
259,"[103.841833, 1.29147]",373,259,SG,4b058814f964a52097b022e3,Theater,poi,Point
260,"[103.839469, 1.301425]",375,260,SG,4b058814f964a5209ab022e3,Mall,poi,Point
261,"[103.833139, 1.307174]",376,261,SG,4b058814f964a5209bb022e3,Mall,poi,Point
262,"[103.833126, 1.303943]",377,262,SG,4b058814f964a5209db022e3,Mall,poi,Point
263,"[103.823483, 1.304836]",378,263,SG,4b058814f964a5209eb022e3,Mall,poi,Point
264,"[103.82691, 1.30667]",379,264,SG,4b058814f964a5209fb022e3,Mall,poi,Point
265,"[103.831519, 1.305747]",380,265,SG,4b058814f964a520a0b022e3,Mall,poi,Point
266,"[103.828546, 1.308164]",381,266,SG,4b058814f964a520a1b022e3,Mall,poi,Point
267,"[103.828722, 1.306642]",382,267,SG,4b058814f964a520a2b022e3,Mall,poi,Point
268,"[103.834802, 1.303194]",383,268,SG,4b058815f964a520a5b022e3,Mall,poi,Point
269,"[103.853363, 1.293959]",384,269,SG,4b058815f964a520a7b022e3,Mall,poi,Point
270,"[103.839684, 1.301655]",385,270,SG,4b058815f964a520a8b022e3,Department Store,poi,Point
271,"[103.855216, 1.310145]",386,271,SG,4b058815f964a520a9b022e3,Department Store,poi,Point
272,"[103.853212, 1.303025]",387,272,SG,4b058815f964a520aab022e3,Mall,poi,Point
273,"[103.859741, 1.292448]",388,273,SG,4b058815f964a520abb022e3,Mall,poi,Point
274,"[103.857708, 1.291128]",389,274,SG,4b058815f964a520acb022e3,Mall,poi,Point
