geo_id,seq_positive
790,"[513, 515, 2568, 2573, 2062, 1554, 11302, 7208, 6194, 6710, 14903, 9786, 5691, 5695, 64, 65, 13385, 4687, 2129, 8275, 1123, 1639, 2159, 4720, 1138, 2675, 118, 5238, 125, 8832, 640, 130, 14473, 2186, 139, 655, 5264, 2724, 165, 1194, 170, 179, 11956, 181, 15034, 187, 1212, 189, 4284, 2765, 2769, 5844, 4825, 11485, 225, 227, 5860, 12527, 244, 1781, 772, 774, 7947, 268, 3852, 2316, 7951, 6420, 4885, 278, 1309, 1310, 13601, 11554, 10529, 2341, 13095, 5933, 2865, 7476, 10550, 11587, 2885, 5446, 12615, 332, 12109, 337, 1363, 1367, 859, 349, 870, 360, 7533, 3958, 375, 2426, 381, 382, 383, 3967, 3978, 397, 9613, 9105, 405, 9109, 6551, 934, 424, 11193, 442, 9151, 5570, 12745, 6607, 5085, 1502, 997, 4074, 5104]"
2159,"[513, 4993, 12805, 1541, 1929, 397, 13588, 790, 5656, 1177, 9501, 9502, 6943, 160, 798, 8119, 58, 570, 8511, 13632, 5314, 8643, 5449, 2249, 5452, 5453, 4687, 9295, 7895, 732, 5085, 13794, 5346, 14052, 1639, 13163, 4332, 6129, 10355, 3829, 118, 4599, 9722, 6525, 382]"
1554,"[11268, 789, 790, 12693, 2461, 424, 7208, 3498, 4139, 6194, 2104, 15034, 4808, 11724, 1360, 337, 3412, 3170, 358, 1639, 2152, 8425, 6646, 6392, 380]"
13820,"[64, 11268, 11174, 1639, 10856, 12750, 7760, 337, 6102, 8281, 1886]"
10856,"[8641, 65, 11268, 2725, 358, 104, 337, 6102, 10328, 13820, 415]"
8641,"[11174, 10856, 4498, 8117, 374, 10328]"
10328,"[10496, 644, 1926, 3596, 4493, 2062, 5524, 283, 6560, 13859, 11174, 5549, 11062, 64, 8641, 4803, 5448, 12361, 4045, 983, 13404, 12765, 3553, 865, 2403, 1765, 229, 231, 10856, 7658, 1259, 12267, 363, 1138, 13683, 374, 1276, 4861]"
5883,"[6946, 9991, 4457, 11370, 3152, 7314, 405, 342, 7480, 2778, 220, 543]"
10768,"[8192, 4097, 12293, 10248, 2060, 12301, 4111, 14352, 12304, 2068, 14365, 29, 6175, 10273, 14373, 12336, 2099, 4149, 8246, 64, 65, 2113, 2116, 68, 4173, 8269, 12370, 12380, 104, 8299, 4204, 109, 110, 111, 14446, 4205, 2162, 6257, 118, 10360, 4219, 124, 130, 10370, 8325, 8326, 134, 8328, 137, 8329, 140, 143, 148, 8340, 4244, 151, 4247, 6304, 8354, 165, 167, 2217, 170, 2220, 177, 179, 180, 6327, 183, 187, 189, 197, 199, 10441, 206, 209, 2259, 4313, 220, 4325, 8423, 8425, 2282, 237, 6382, 239, 2292, 10488, 8440, 252, 4352, 258, 4359, 263, 265, 267, 268, 273, 4371, 6420, 283, 284, 287, 10533, 2341, 293, 298, 4406, 6460, 14657, 10565, 330, 332, 12622, 10576, 337, 6482, 6485, 342, 346, 352, 355, 358, 8551, 360, 364, 365, 4460, 366, 368, 370, 14708, 4472, 6521, 378, 382, 388, 393, 6538, 6539, 395, 8594, 405, 6550, 6551, 14743, 10649, 415, 2465, 419, 426, 427, 6574, 12720, 440, 6585, 14778, 12731, 12732, 449, 455, 12747, 8651, 2508, 462, 463, 6607, 6618, 483, 10727, 14823, 2536, 488, 2537, 493, 14833, 12787, 504, 8702, 518, 14854, 6664, 520, 522, 2573, 4627, 12826, 6683, 8730, 542, 543, 2591, 12834, 14884, 6692, 4646, 2608, 8762, 12868, 2631, 2632, 4693, 10842, 603, 2658, 619, 621, 622, 628, 12923, 8828, 10876, 2686, 2684, 8832, 646, 14984, 4745, 651, 664, 667, 668, 672, 15010, 2725, 10924, 4787, 4788, 695, 15033, 4796, 702, 4801, 2756, 709, 2757, 15053, 4814, 13005, 8912, 4821, 15061, 8922, 8937, 4842, 4844, 748, 2801, 11002, 777, 15116, 15123, 15124, 15127, 11040, 2854, 6953, 6961, 15160, 15163, 6974, 835, 13124, 2885, 2889, 11086, 2902, 860, 9091, 13189, 902, 904, 5001, 13198, 7066, 5025, 2979, 5038, 2993, 13234, 7095, 954, 965, 3022, 11217, 9170, 5077, 9179, 988, 5086, 3039, 992, 997, 11242, 1004, 9196, 1007, 1010, 1017, 1021, 1027, 7180, 9232, 1042, 3094, 5148, 7217, 1081, 1083, 9278, 9284, 1094, 13384, 13386, 1101, 3152, 5200, 7249, 9303, 11353, 5213, 1127, 3178, 9323, 1135, 3190, 7288, 3204, 1161, 13464, 11418, 9370, 11420, 13472, 13474, 1188, 3239, 9384, 9383, 1194, 11451, 5308, 1217, 7368, 9429, 1238, 1253, 1258, 5361, 13557, 11512, 1286, 11527, 13577, 9485, 9487, 1299, 3352, 11546, 13595, 1312, 13601, 7457, 5413, 3372, 13615, 13616, 13617, 7480, 1342, 11593, 11596, 1361, 1370, 7526, 1383, 9575, 11637, 9590, 1404, 11649, 9608, 13711, 9617, 13717, 5539, 7590, 13735, 3495, 7601, 5555, 13750, 9654, 5566, 1475, 7627, 7638, 3548, 13790, 7646, 3554, 1507, 9700, 11751, 3570, 9719, 1529, 1534, 9729, 13838, 7694, 5647, 5648, 13841, 5653, 7710, 13854, 1578, 9773, 7728, 3634, 9780, 11829, 11845, 3654, 5708, 1612, 3674, 1639, 1641, 3690, 5743, 13943, 7803, 1663, 1664, 1672, 13972, 1690, 1692, 13988, 13991, 11944, 3752, 3757, 7856, 1722, 11966, 1734, 14023, 7888, 14035, 5844, 1751, 3801, 9950, 14048, 14056, 1770, 1773, 1781, 5878, 3831, 9976, 7929, 3836, 9985, 7938, 5894, 12044, 1807, 7951, 10005, 7959, 10014, 3871, 14111, 1823, 5937, 10036, 3894, 12089, 12092, 14153, 12111, 1876, 14173, 14174, 12132, 14184, 3949, 5999, 10098, 14200, 10105, 1927, 1928, 12168, 14220, 12178, 1940, 3993, 4004, 14246, 12205, 10169, 1980, 1984, 4038, 10199, 14303, 14322, 2035, 2041, 12282, 8189]"
8912,"[64, 1188, 13189, 12934, 415, 4457, 4716, 10768, 337, 9140, 13816, 11386, 220, 5405, 382, 543]"
13189,"[7590, 1927, 6664, 10441, 3178, 427, 140, 10768, 8912, 13616, 15123, 3152, 4501, 4788, 220, 543]"
2662,"[13712, 2706, 4499, 551, 936, 179, 9779, 6581, 2874, 189, 14781, 65, 66, 452, 2765, 335, 337, 1237, 3166, 3042, 4460, 3829, 1021, 382]"
1237,"[6433, 14787, 7365, 2662, 8651, 337, 14290, 12119, 3452, 3166]"
3166,"[64, 65, 9093, 2662, 6471, 4172, 301, 9871, 337, 1237, 3613, 11358]"
2161,"[898, 263, 521, 6154, 3850, 13965, 271, 1808, 529, 8465, 11539, 13588, 4373, 11927, 6168, 279, 6815, 7200, 9376, 11174, 5542, 6568, 12591, 3760, 692, 11701, 4404, 314, 572, 64, 1477, 4038, 1608, 4937, 14411, 7500, 3279, 12880, 10577, 209, 11093, 2006, 11352, 12634, 1115, 225, 9441, 231, 9450, 491, 493, 1646, 111, 9456, 8692, 9976, 5628]"
5542,"[7584, 483, 13859, 11174, 2161]"
8281,"[672, 6823, 7760, 337, 1886, 1201, 13820, 1502]"
12750,"[11268, 1157, 13326, 531, 1174, 7456, 424, 8896, 4295, 8014, 7760, 337, 1886, 4841, 1259, 2412, 3057, 1138, 4086, 13820]"
6712,"[6528, 9222, 2711, 12953, 3613, 7853, 174, 7599, 2994, 179, 14140, 64, 8256, 11456, 8014, 337, 4305, 7894, 13143, 3676, 1502, 4321, 10339, 1387, 1264, 1138, 2162, 4086, 8441, 382]"
2162,"[2317, 10768, 9623, 10397, 3613, 167, 7849, 170, 174, 7856, 179, 6712, 587, 4305, 4434, 337, 3676, 4321, 358, 2158, 239, 1138, 4086]"
7601,"[10252, 12303, 6163, 4125, 32, 35, 10283, 4153, 58, 2109, 64, 65, 4173, 14414, 2129, 14427, 103, 104, 105, 12392, 4205, 12405, 118, 6264, 8313, 14456, 8321, 130, 132, 8327, 2184, 6280, 10379, 140, 2191, 2195, 148, 160, 10403, 170, 176, 177, 178, 179, 180, 181, 2233, 185, 4283, 6337, 197, 206, 12497, 10450, 215, 217, 220, 223, 225, 12516, 6373, 14567, 8425, 233, 234, 239, 243, 10487, 252, 10504, 265, 267, 284, 10233, 10527, 287, 2338, 2341, 6443, 10543, 10545, 307, 14643, 312, 10553, 8521, 2380, 2393, 348, 349, 6492, 358, 360, 6507, 4460, 4463, 12663, 6526, 383, 384, 10628, 12679, 12685, 8591, 12689, 10649, 6556, 12703, 419, 424, 8618, 426, 429, 12717, 10671, 442, 2495, 450, 8648, 12747, 12751, 12754, 6611, 10714, 10720, 12770, 483, 10722, 10727, 489, 8683, 10732, 496, 497, 2549, 2550, 2551, 505, 4605, 513, 10755, 2571, 12816, 10768, 6679, 8727, 4633, 539, 6686, 542, 14884, 12837, 12867, 10824, 14927, 598, 6745, 10842, 610, 2658, 8802, 12906, 621, 623, 14959, 14961, 2674, 6772, 6780, 10879, 14976, 8832, 640, 2696, 6792, 4748, 10894, 2703, 656, 6803, 4767, 6826, 12974, 15024, 4788, 10935, 4794, 8892, 702, 4799, 6850, 15044, 2757, 12998, 709, 2762, 2767, 720, 2769, 15058, 8915, 15059, 4821, 10966, 4823, 6872, 2776, 733, 6879, 15072, 4837, 4844, 748, 6897, 15097, 8965, 4870, 2824, 777, 2839, 8987, 4891, 13085, 6943, 2847, 2849, 809, 15150, 831, 834, 835, 9027, 2885, 4938, 4939, 845, 849, 13137, 850, 2905, 860, 866, 874, 13166, 11121, 4980, 896, 899, 2953, 2954, 9097, 13209, 5017, 7074, 5031, 11175, 13226, 5038, 13230, 11184, 5043, 949, 957, 13261, 3022, 9167, 13264, 9177, 3033, 997, 999, 7145, 11242, 13290, 1004, 5104, 1011, 13310, 3074, 13315, 3084, 5133, 7183, 11289, 7193, 1049, 5151, 7205, 11308, 1075, 1088, 5184, 7234, 7237, 1096, 9294, 3156, 3158, 11357, 5213, 3174, 1130, 3183, 3188, 1142, 7288, 11385, 9339, 11387, 7293, 7294, 7298, 3204, 3220, 11412, 3224, 3227, 13472, 1185, 9383, 1198, 5298, 1209, 1212, 13515, 1234, 13522, 9428, 9438, 3297, 11491, 1256, 5352, 3309, 7407, 5360, 11505, 13557, 13566, 7438, 5404, 11554, 5415, 9532, 9540, 11591, 1352, 7499, 3416, 9564, 1373, 9566, 5468, 9576, 1385, 3448, 3449, 3450, 7553, 1410, 13704, 9608, 7563, 7566, 1428, 9620, 7574, 7594, 9647, 5552, 5551, 1458, 7602, 1461, 9653, 11703, 5559, 5571, 13768, 1498, 1504, 13793, 1507, 9700, 7668, 1534, 13837, 13838, 11791, 13841, 3606, 11812, 13872, 11829, 3637, 5686, 1621, 5720, 3674, 7770, 1639, 13928, 9848, 1666, 1672, 1679, 7834, 1690, 3743, 13995, 1722, 11964, 3782, 7878, 1736, 3794, 14052, 1781, 5884, 3838, 7936, 9985, 12044, 7951, 9999, 10001, 5907, 3870, 7966, 1828, 14118, 7982, 5937, 14132, 1844, 14134, 10044, 12095, 8008, 1871, 8017, 1883, 12133, 8055, 12163, 1925, 10124, 14220, 12177, 1940, 8089, 12191, 14243, 4004, 1959, 8103, 14251, 6065, 6069, 6082, 14277, 1993, 4047, 8144, 10195, 2011, 12261, 2031, 6128, 2035, 2041, 14335]"
519,"[5354, 2062, 12503, 14480, 337, 1138, 1015, 9431, 14492]"
2711,"[64, 2213, 11174, 165, 2412, 337, 1138, 12211, 12980, 4086, 6712, 4441, 987, 3613]"
1886,"[11268, 5382, 1161, 650, 13326, 2063, 8339, 7456, 1829, 3631, 10678, 3391, 64, 2379, 971, 6990, 12750, 337, 8281, 1502, 2782, 10339, 10725, 2158, 1264, 1138, 2675, 244, 4086, 3833, 13820]"
4716,"[7169, 6020, 10886, 4892, 543, 4004, 11000, 442, 187, 6587, 64, 1482, 13261, 8142, 8912, 14549, 3928, 9304, 731, 220, 988, 14566, 4457, 1004, 3955, 118, 1400, 2554, 382]"
6855,"[384, 337, 12019, 5029]"
887,"[6176, 64, 4576, 3906, 358, 971, 11928, 1295, 1297, 244, 12472, 10074, 382]"
6873,"[5407, 2887, 5383, 4457, 10441, 3949, 4946, 6327, 668, 382, 543]"
10206,"[7456, 65, 5578, 10347, 5674, 11661, 3570, 6770, 12980, 12053, 2994, 3613]"
9140,"[8579, 13816, 3212, 2062, 3605, 415, 4005, 6824, 3893, 6076, 445, 64, 11841, 322, 5570, 8912, 14290, 13781, 356, 5860, 1894, 3048, 1004, 876, 3570, 3190, 9336, 13436]"
8915,"[384, 1672, 10894, 10001, 2839, 1690, 5552, 7601, 179, 180, 4821, 6492, 1504, 10720, 6247, 10727, 11242, 3949, 621, 239, 2674, 2041]"
6275,"[2854, 4457, 140, 10643, 179, 662, 13816, 6556, 543]"
3562,"[737, 419, 10916, 2885, 5155, 3015, 1191, 138, 12554, 2060, 9069, 302, 7249, 10360, 3355]"
104,"[2048, 2060, 2062, 12303, 6177, 2089, 8237, 2095, 47, 58, 64, 65, 10313, 4180, 12375, 10339, 99, 101, 107, 114, 2164, 118, 8311, 120, 121, 127, 14465, 130, 8322, 4228, 6280, 137, 138, 2184, 140, 6285, 143, 4244, 151, 6296, 14487, 12444, 10397, 6300, 160, 161, 165, 166, 170, 174, 4271, 12462, 177, 178, 179, 180, 12468, 183, 186, 187, 190, 10431, 6335, 10438, 199, 198, 8402, 12501, 214, 6359, 2262, 4313, 2271, 4325, 8422, 233, 2281, 12527, 239, 244, 246, 6391, 2294, 10486, 6392, 251, 6399, 257, 265, 10508, 268, 8460, 2318, 276, 283, 284, 2333, 8479, 8480, 12576, 8483, 2341, 14634, 4400, 2352, 319, 322, 10566, 6476, 2382, 337, 12626, 349, 354, 356, 14692, 358, 362, 4460, 4463, 368, 370, 376, 12665, 378, 8570, 382, 383, 384, 395, 399, 2449, 401, 404, 411, 4510, 415, 4513, 419, 6564, 424, 426, 6574, 2478, 6582, 440, 6585, 442, 2507, 14796, 14799, 464, 4564, 471, 4571, 6620, 2525, 14814, 10725, 6633, 2538, 4587, 493, 495, 496, 12788, 514, 515, 10768, 4626, 531, 6676, 4631, 539, 541, 546, 10786, 4654, 14898, 566, 6714, 4672, 12868, 8772, 587, 14927, 591, 12883, 12893, 2658, 4708, 2661, 10856, 8809, 10858, 622, 8821, 8832, 4738, 4748, 655, 6800, 2712, 4761, 8863, 2725, 8869, 6823, 12967, 682, 15030, 12983, 4798, 12993, 708, 709, 2758, 713, 717, 13014, 4832, 4835, 6883, 741, 13030, 8939, 4844, 8941, 13038, 8946, 2808, 15097, 6904, 8976, 13076, 4886, 6936, 6938, 13085, 8989, 8991, 4895, 4898, 4899, 812, 11060, 827, 13121, 835, 2885, 4936, 842, 4939, 848, 6995, 856, 859, 13148, 4959, 872, 874, 884, 9077, 896, 5006, 7058, 9109, 917, 5016, 7065, 925, 5026, 931, 2988, 941, 949, 950, 955, 13245, 9150, 7101, 3009, 966, 969, 971, 972, 974, 3023, 9169, 5074, 979, 983, 985, 3037, 990, 9186, 1001, 1004, 1007, 9201, 1011, 5110, 1014, 1016, 1023, 13332, 9247, 7205, 9259, 1072, 7217, 13363, 1079, 1080, 5185, 1092, 9287, 7239, 11336, 13383, 5197, 1106, 13402, 1120, 5223, 1127, 3190, 3203, 1158, 1161, 13449, 9355, 9356, 3223, 1180, 9375, 13472, 9381, 9389, 3246, 11437, 1201, 7347, 7348, 1211, 1212, 11452, 9403, 1217, 13517, 3278, 7391, 7399, 5352, 13545, 3309, 1275, 3325, 5374, 11523, 13574, 7431, 1290, 1299, 5409, 5415, 3370, 11576, 5432, 13626, 3407, 3423, 7523, 3443, 1396, 7542, 1408, 5510, 5518, 7567, 3473, 13719, 9625, 13727, 9632, 1443, 1444, 11695, 7601, 11720, 1485, 3540, 1497, 1502, 1504, 5610, 3568, 7668, 5645, 7693, 3599, 3600, 1563, 11804, 3611, 1574, 11816, 5675, 3631, 5681, 9796, 5711, 1621, 3674, 5725, 9824, 1639, 9836, 1651, 1659, 9857, 1669, 7814, 7822, 1695, 3755, 5838, 11987, 3801, 1755, 7902, 14050, 7906, 14052, 3812, 3818, 1772, 14063, 7920, 3833, 9993, 7951, 5911, 14105, 12063, 7975, 10025, 14123, 3883, 1835, 1847, 14140, 8008, 8012, 1869, 1881, 1894, 3942, 5992, 3947, 8044, 1910, 1916, 8065, 10119, 1929, 8076, 1935, 6035, 6045, 3998, 4004, 12201, 14254, 10164, 8117, 14260, 6082, 4036, 10184, 4043, 4044, 12237, 10188, 4047, 2001, 2005, 12249, 4062, 6112, 8163, 12261, 2023, 2025, 4079, 8177, 4086, 2041, 6140]"
8676,"[64, 4038, 1894, 5354, 13109, 13119]"
1894,"[8704, 13314, 5639, 12808, 11276, 2062, 5155, 5668, 1065, 4654, 3632, 4658, 64, 65, 3138, 5192, 1099, 8269, 2643, 8788, 12893, 99, 612, 9829, 104, 3689, 117, 3190, 118, 9851, 125, 128, 1677, 2706, 10389, 151, 2712, 6296, 160, 161, 9381, 1703, 170, 9901, 3246, 2222, 2226, 696, 189, 4286, 1727, 4290, 8900, 1742, 724, 12504, 3801, 4315, 5351, 233, 5354, 243, 244, 5876, 246, 6391, 9982, 5374, 770, 3352, 5403, 796, 285, 4899, 10022, 1835, 6443, 7472, 2871, 2872, 3387, 7996, 6462, 11072, 8515, 4420, 10566, 4424, 4937, 14154, 844, 334, 335, 337, 4442, 347, 8031, 9058, 8552, 874, 362, 3947, 1904, 884, 383, 3967, 6020, 4998, 394, 14219, 11664, 13714, 419, 11174, 14762, 5546, 10161, 434, 7092, 9140, 952, 12732, 11720, 14281, 970, 12237, 6611, 4563, 471, 13272, 474, 475, 8676, 6633, 8682, 1004, 8685, 6638, 13295, 2028, 12276, 1015, 9211]"
117,"[1275, 3352, 160, 1835, 3117, 179, 14259, 5557, 2493, 14654, 61, 64, 2118, 464, 337, 3153, 2387, 724, 3801, 10974, 8031, 1894, 5354, 8174, 4593, 884, 3190, 1015, 6395]"
6102,"[64, 11268, 10856, 337, 10421, 4086, 12953, 13820, 10397]"
246,"[8193, 2062, 14354, 2069, 6177, 14370, 14371, 4151, 55, 58, 64, 65, 2118, 4169, 4171, 12365, 14415, 4178, 2132, 12377, 12378, 6233, 89, 94, 14436, 103, 104, 106, 4205, 110, 111, 118, 6264, 121, 125, 126, 14465, 130, 14469, 134, 137, 2186, 138, 140, 14476, 143, 12434, 152, 155, 156, 160, 10402, 4259, 14498, 165, 166, 167, 2216, 169, 170, 14507, 2218, 12457, 177, 179, 180, 182, 183, 2232, 4279, 187, 4286, 6335, 2244, 199, 2254, 206, 2257, 216, 4313, 6361, 4315, 220, 224, 225, 227, 233, 14571, 239, 6390, 10498, 259, 2309, 263, 12554, 14602, 268, 271, 283, 14623, 8479, 8483, 6436, 2341, 294, 293, 298, 6443, 14643, 315, 6465, 321, 8515, 332, 336, 337, 338, 10582, 344, 2404, 14692, 358, 360, 368, 8563, 6521, 378, 390, 394, 401, 4497, 12691, 6551, 407, 12700, 415, 419, 10661, 424, 426, 4523, 10667, 12732, 445, 2493, 12747, 8655, 464, 8659, 4564, 6611, 471, 8669, 12767, 10720, 8673, 2530, 489, 8682, 4587, 10732, 6633, 496, 497, 6643, 2550, 8704, 6657, 514, 516, 12808, 531, 4627, 533, 539, 546, 12836, 4646, 14890, 557, 4654, 14898, 14901, 12867, 8775, 8788, 598, 610, 8809, 621, 4728, 10879, 640, 12931, 12941, 6803, 10900, 2712, 4767, 672, 12964, 2724, 6826, 2732, 6839, 12997, 4821, 730, 732, 734, 4832, 8941, 8944, 8947, 15094, 4875, 13079, 2847, 4895, 802, 4904, 9001, 816, 819, 835, 2884, 2885, 4939, 844, 2895, 2898, 11099, 859, 2909, 862, 7011, 871, 874, 4977, 884, 4998, 924, 931, 7076, 13228, 13230, 947, 7092, 949, 11191, 963, 9158, 972, 13261, 3022, 9169, 977, 983, 9179, 7133, 990, 992, 1004, 1011, 1016, 11264, 5121, 11265, 5128, 1042, 1049, 13347, 7205, 5172, 1080, 7239, 13385, 1098, 1099, 1102, 7248, 1106, 3168, 7271, 9319, 3185, 1138, 3190, 1161, 3210, 9355, 3212, 9356, 9363, 3220, 1173, 11414, 7331, 9381, 3248, 1219, 1230, 1235, 9432, 5338, 3297, 13538, 7399, 9454, 13555, 11514, 13572, 11525, 9477, 7431, 3335, 5383, 3342, 7439, 3346, 1299, 5408, 5409, 11554, 5411, 5415, 7470, 13624, 1343, 3395, 1354, 9549, 3407, 13653, 7526, 5480, 1385, 1396, 3445, 1399, 9595, 11652, 13706, 1427, 5559, 1467, 1470, 11714, 1478, 1485, 1492, 1501, 1502, 13793, 5604, 11754, 3563, 9713, 3570, 3578, 1531, 5626, 1537, 3585, 11778, 1542, 3599, 3600, 3605, 5653, 3606, 5663, 7719, 3624, 11829, 3638, 1594, 5702, 1621, 5717, 1639, 7786, 9836, 1646, 9851, 3717, 9865, 11931, 1709, 5808, 1718, 1720, 5823, 3779, 7880, 11977, 3789, 3794, 9944, 3801, 1756, 14052, 12007, 3818, 5867, 9964, 14061, 1775, 12017, 1781, 12027, 3855, 7951, 1828, 1835, 3889, 10039, 10044, 1855, 5961, 1867, 10060, 3919, 3923, 3928, 1894, 3947, 3955, 14200, 10108, 12157, 3967, 8065, 12162, 1929, 1932, 1935, 1936, 1940, 10151, 8117, 4024, 1985, 1986, 4038, 14282, 4046, 4047, 8143, 10209, 10214, 8170, 6124, 8174, 12275, 12276, 2041, 6139]"
732,"[8832, 3, 137, 2575, 272, 143, 13714, 767, 9467, 544, 289, 4899, 36, 167, 2732, 5040, 177, 3127, 570, 9914, 700, 14141, 14394, 64, 65, 193, 323, 1092, 77, 206, 2769, 5461, 729, 3547, 7133, 349, 14052, 4325, 3685, 239, 2159, 111, 1522, 246, 118, 4730, 378, 123, 127]"
7133,"[192, 356, 137, 3004, 3346, 246, 1594, 732, 858, 3550, 127]"
1259,"[13326, 8976, 531, 14491, 7195, 1825, 7853, 174, 1712, 12980, 11456, 12750, 4305, 337, 4434, 10328, 987, 3553, 1506, 481, 13545, 2412, 2158, 1138, 4086]"
3553,"[10752, 865, 14370, 11332, 1444, 1926, 11174, 617, 1259, 5483, 4045, 12267, 13298, 374, 10328, 282, 10299]"
7195,"[7456, 10184, 1259, 2061, 13326, 1138, 4086, 14491, 3613]"
9179,"[1537, 514, 10755, 1547, 14350, 10768, 4625, 539, 10783, 6177, 9262, 9264, 12336, 11835, 64, 8769, 4171, 8269, 14927, 9825, 6756, 11365, 12906, 14963, 2676, 1651, 118, 13942, 4728, 3190, 4730, 8832, 12420, 140, 13452, 6289, 6807, 10394, 667, 3739, 3742, 13472, 160, 1698, 163, 2724, 2725, 8872, 682, 12459, 12458, 2221, 3762, 179, 183, 10937, 2747, 12988, 7357, 6856, 5320, 206, 10447, 8407, 5336, 8923, 220, 10973, 1246, 225, 4325, 12518, 748, 239, 5873, 1781, 246, 1783, 6392, 6908, 1280, 9986, 4868, 1284, 11527, 265, 777, 779, 3852, 9485, 268, 9487, 1292, 15124, 8470, 278, 5406, 11553, 2340, 8997, 9510, 12071, 10744, 2341, 304, 3889, 819, 2869, 4921, 10053, 838, 8518, 4941, 12624, 4946, 2898, 7512, 346, 347, 3932, 12123, 862, 354, 10083, 355, 360, 10603, 368, 2421, 13688, 376, 378, 13691, 377, 10111, 896, 6533, 902, 389, 10634, 9098, 12178, 9619, 4501, 12694, 409, 3993, 412, 4016, 436, 437, 948, 441, 8635, 1980, 13757, 4544, 449, 7617, 451, 961, 1485, 14797, 1492, 7125, 982, 10199, 12760, 986, 6619, 8157, 992, 13280, 11752, 7662, 3570, 6131, 12274, 504, 4092]"
54,"[267, 10124, 140, 13199, 664, 2840, 668, 927, 543, 2725, 6327, 5304, 64, 3149, 722, 1888, 4457, 11370, 6765, 6383, 1781, 4855, 5372]"
4687,"[3, 1030, 1020, 2063, 3094, 539, 3613, 1567, 5665, 3111, 5177, 2106, 60, 1601, 9295, 2129, 611, 13422, 2159, 11375, 5236, 5248, 1668, 10382, 656, 1177, 153, 6824, 11945, 170, 179, 183, 189, 6853, 6349, 2256, 212, 224, 5346, 5366, 774, 9992, 790, 4385, 1827, 10020, 2853, 13094, 4907, 7469, 4918, 5942, 5432, 4923, 5947, 8511, 13632, 4930, 12101, 5446, 6471, 5445, 5449, 337, 7507, 7521, 358, 12648, 1385, 12652, 885, 375, 4990, 4993, 11142, 1929, 3465, 13200, 13201, 404, 1940, 5526, 5527, 1440, 13218, 442, 9660, 8643, 3011, 11720, 12747, 14285, 9168, 7123, 8154, 5085, 9182, 14828, 493, 4604, 1533]"
1533,"[513, 13323, 11794, 3613, 6176, 38, 5691, 64, 70, 4687, 106, 118, 9847, 3190, 640, 130, 6792, 4747, 655, 10901, 3739, 8348, 8357, 165, 11944, 170, 6316, 174, 177, 179, 1209, 186, 2747, 187, 189, 10937, 6853, 3271, 2771, 5844, 213, 726, 4825, 733, 3807, 223, 1249, 227, 5351, 5354, 239, 14579, 14070, 13053, 3842, 259, 6419, 6420, 11542, 8479, 7971, 835, 332, 2898, 13147, 3932, 349, 863, 12127, 12132, 11621, 358, 870, 874, 1410, 900, 394, 6027, 402, 404, 12692, 8088, 11174, 6574, 1454, 6585, 442, 1475, 1478, 6607, 990, 993, 2025, 11241, 13805, 1017]"
10243,"[7456, 65, 358, 233, 2061, 13326, 337, 6899, 4212, 179, 1846, 4310, 4086, 7894, 11669]"
14127,"[2885, 6885, 2951, 265, 337, 1138, 179, 3000, 10360, 3613]"
3000,"[4899, 5829, 4870, 2117, 5605, 137, 1789, 8651, 2348, 301, 10158, 14127, 337, 310, 3613]"
12761,"[64, 6791, 970, 14762, 622, 1967, 7760, 337, 2095, 3153, 13109, 378, 13119]"
2754,"[6792, 3979, 3724, 651, 2062, 7314, 13590, 5118, 152, 283, 8990, 6815, 6177, 4004, 10155, 6316, 3758, 4147, 10291, 12980, 9013, 3512, 1209, 7483, 60, 1600, 9411, 70, 8007, 3532, 8022, 5084, 12262, 3560, 1260, 1010, 3190, 251, 2558]"
70,"[6145, 5639, 8199, 4106, 522, 13323, 2573, 6674, 4120, 5149, 543, 9250, 4132, 1578, 1074, 1075, 14389, 5686, 566, 64, 12868, 13897, 5197, 13906, 2133, 603, 4197, 1127, 4717, 2669, 621, 115, 118, 7800, 7297, 130, 6792, 139, 3724, 11406, 10382, 13455, 3729, 7314, 2200, 13464, 664, 3744, 3746, 164, 2725, 169, 170, 683, 6316, 171, 3246, 2235, 8381, 10942, 2754, 9411, 2757, 13005, 4304, 723, 4309, 4823, 5338, 3296, 8932, 4842, 237, 239, 5365, 245, 1781, 761, 13052, 4355, 4874, 5398, 283, 284, 13085, 7453, 3869, 3360, 6943, 14115, 2858, 5420, 6444, 5440, 4930, 4422, 327, 1863, 4939, 845, 1358, 9550, 342, 6491, 4460, 372, 5493, 4982, 4988, 4989, 2431, 898, 1930, 3979, 1938, 402, 405, 8088, 4004, 1961, 434, 441, 13245, 7110, 4554, 8651, 458, 8652, 12234, 3535, 464, 14805, 12758, 14303, 3047, 11754, 1004, 2035, 3574, 2550, 5624, 1533]"
3724,"[2754, 4197, 70, 12234, 6316, 1454, 15088, 402, 4309, 4120, 7481, 4988, 4989]"
4340,"[6530, 651, 5772, 2062, 10643, 283, 6946, 10155, 10291, 1209, 9411, 4420, 8901, 9803, 3532, 2004, 983, 5084, 1119, 1278]"
1380,"[4874, 5002, 2062, 656, 8211, 283, 539, 796, 13472, 160, 1325, 3246, 179, 10552, 4286, 64, 322, 835, 2885, 2895, 5473, 106, 4714, 10864, 2675, 4086, 1015, 118, 379, 383]"
