geo_id,geo_positive
87,"[48, 82, 1963, 5027, 5663, 7917, 8596, 9517, 10373, 10663, 13540]"
88,"[129, 1165, 3401, 6680]"
89,"[1651, 2926, 4370, 4507, 4976, 11852]"
90,"[1975, 3737, 10778, 13382]"
91,"[99, 622, 696, 970, 1384, 2281, 4387, 4525, 9431, 10495]"
92,"[1742, 2226, 3295, 4036, 4619, 7094, 8031, 8681, 9742, 14266, 14953, 15013]"
93,"[1846, 3372, 5979, 6476, 12276, 13640]"
94,"[3387, 10010, 12105]"
95,"[2066, 2070, 3047, 4912, 7479, 12064, 13214]"
96,"[1953, 3279, 8341]"
97,"[2400, 3142, 5097, 8661]"
98,[]
99,"[91, 622, 696, 970, 1384, 2281, 4525, 10495]"
100,[10010]
101,"[1379, 2139, 3377, 3924, 4411, 4983, 5673, 5967, 6361, 9020, 9955, 10582, 10922, 11532, 11823, 12739, 14222]"
102,[]
103,"[830, 831, 835, 1675, 2191, 2674, 2697, 2849, 3074, 3156, 3309, 3358, 3743, 3838, 4023, 4122, 4125, 4283, 4388, 4633, 5418, 5551, 5700, 5723, 6128, 6149, 6460, 6507, 6866, 6871, 7237, 7294, 7553, 7555, 7778, 7834, 7918, 7940, 7987, 8080, 8089, 8103, 8437, 8998, 9188, 9313, 9380, 9386, 9566, 10298, 10315, 10484, 11145, 11293, 11545, 11829, 12449, 12731, 12825, 13566, 14088, 14277]"
104,[]
105,"[48, 50, 82, 1960, 2207, 2551, 5027, 5240, 5283, 7151, 8468, 8596, 9517, 10373, 10663, 13320, 13540]"
106,"[5480, 7821, 7827]"
107,[]
108,"[45, 4659, 4958, 9507, 14016]"
109,[]
110,"[1286, 7180, 10510]"
111,"[499, 5648, 6815]"
112,"[1586, 2447, 2855, 3117, 3689, 3830, 4995, 5004, 5642, 6727, 9435, 10246, 10864, 11905, 12079, 12268, 12390]"
113,"[5062, 12260]"
114,[]
115,"[9335, 12059]"
116,"[4919, 7635]"
117,"[338, 379, 552, 1408, 1574, 1967, 2049, 2511, 2656, 3182, 3422, 3446, 3491, 3589, 4518, 4849, 5002, 5114, 5765, 6335, 14219]"
118,"[2732, 3570, 4038, 4171, 5424, 5579, 5808, 6657, 6801, 8065, 8075, 8218, 9637, 10214, 11797, 12017, 12700, 13572, 13740, 14673, 14880]"
119,"[585, 1078, 2672, 4341, 5039, 5142, 5727, 6934, 8171, 8266, 11027, 13651, 14082, 14129, 14197, 14216]"
120,[]
121,[]
122,"[2348, 11719]"
123,[3209]
124,"[389, 6429, 8268, 9485, 12489, 12730]"
125,[7920]
126,[10617]
127,"[2984, 7133]"
128,[597]
129,"[88, 3401, 6680]"
130,"[4460, 6886, 8651, 9956, 10799, 11992, 13325, 13502, 13672]"
131,"[5942, 6232]"
132,"[148, 1174, 2109, 2195, 4788, 6082, 7490, 9985, 10481, 10732, 12392, 12679]"
133,[]
134,[]
135,"[281, 1048, 1816, 1933, 2178, 3330, 3356, 5139, 5584, 6293, 7220]"
136,"[158, 2178, 3705, 3720, 4572, 6898, 6912]"
137,"[1594, 3209]"
138,"[302, 505, 662, 4462, 4623, 5390]"
139,"[301, 3893, 4713, 4714, 4874, 4899, 5591, 6792]"
140,"[1781, 4173, 6030, 6177, 6465, 6651, 8169, 8937, 9262, 9801, 10643, 10939, 12003, 12178, 12336, 12923, 13005, 13248, 13472, 13786, 13787, 14693]"
141,"[616, 1190, 1464, 3425, 3587, 3844, 5701, 5804, 7408, 8622, 8785, 9664, 11888, 14932]"
142,"[900, 7114, 10405, 11960]"
143,"[807, 1563, 13228]"
144,"[36, 2196, 3038, 3164, 4875, 6510, 8202, 8980, 11235, 12204, 14551]"
145,"[1474, 1475, 3218, 3260, 3428, 3753, 4578, 6163, 8540, 8630, 9625, 13366, 14968]"
146,[]
147,"[9228, 11360]"
148,"[132, 1174, 2109, 2195, 4788, 6082, 7490, 9985, 10481, 10732, 12392, 12679]"
149,"[5742, 13251]"
150,[]
151,[]
152,[]
153,"[6670, 14901]"
154,[11467]
155,"[1603, 1685, 2211, 13359]"
156,"[33, 325, 915, 1089, 1223, 1421, 1546, 1663, 1945, 2179, 2234, 2922, 3097, 3585, 4116, 4758, 14430]"
157,[6643]
158,"[136, 2178, 3705, 3720, 4572, 6898]"
159,"[191, 484, 3976, 4392, 4449, 14692, 15086]"
160,"[362, 1427, 2482, 2872, 3564, 4313, 4315, 4510, 5003, 7336, 7451, 8408, 12421, 12504, 14097, 14762]"
161,[]
162,[]
163,"[7598, 7891]"
164,"[2684, 2759, 6551]"
165,"[9629, 9632, 10119]"
166,[]
167,"[1506, 6018]"
168,"[1669, 2241, 3236]"
169,"[6274, 8614]"
170,"[990, 9581, 14342]"
171,"[5784, 6259]"
172,[]
173,"[3453, 7006]"
174,[]
175,[]
176,"[9651, 12036]"
177,"[3449, 3674, 6536, 6979, 8655, 8929, 9647, 9796, 10042, 10060, 10563, 10689, 10824, 11281, 11621, 12282, 12703, 12988, 13461, 13481, 13506, 13633, 13747, 14416, 14619, 14750]"
178,"[3449, 7445, 8929, 10689, 12006]"
179,"[2951, 5415, 8008, 8570, 9040, 9200, 9608, 10001, 10879, 12811, 13422, 14135, 14489]"
180,"[1676, 7668, 7843, 12358, 12799, 13077]"
181,"[896, 1676, 14695, 14751, 14936]"
182,[9595]
183,"[7236, 8557, 10161, 10337]"
184,[]
185,[]
186,"[8795, 12382]"
187,"[4868, 6420, 13363]"
188,[]
189,"[3978, 4301, 4596, 4720, 6607, 6618, 14442, 14448]"
190,[]
191,"[159, 353, 484, 3976, 4392, 4449, 4591, 9250, 14692, 15086]"
192,"[484, 4449, 12460, 14692, 15086]"
193,"[331, 1057, 1080, 2389, 2817, 3004, 3118, 3120, 3341, 5437, 6029, 10892, 11567, 12158, 12377]"
194,[]
195,[]
196,[7496]
197,"[7601, 8321, 10903, 13170, 13941, 14207, 14268]"
198,"[2658, 3082, 3176, 3297, 3402, 4179, 4199, 4701, 4893, 5213, 5319, 5667, 6246, 6430, 7660, 8543, 10720, 11799]"
199,"[6875, 8416, 9829, 10516, 12937, 13635, 14670]"
200,"[479, 5293, 11644]"
201,[1801]
202,"[1867, 1904, 1976, 2254, 3933, 5291, 7711, 8012, 14526]"
203,[]
204,[]
205,[]
206,"[2867, 13261, 13896]"
207,"[1336, 2413, 4445]"
208,"[290, 477, 765, 800, 1368, 1488, 1489, 1564, 1985, 2370, 2634, 2689, 2806, 2909, 2938, 2991, 3207, 3615, 3719, 3781, 3948, 4547, 4735, 5507, 6180, 8924, 9472, 10540, 11153, 12197, 12856, 13098, 13929, 13940, 14074, 14253, 14292, 15065]"
209,"[636, 5647, 6585]"
210,[]
211,"[247, 597, 1040, 1070, 1417, 1660, 2503, 4622, 5083, 6239, 6714, 8764, 13060, 13556]"
212,[]
213,[]
214,[]
215,[]
216,"[217, 4082, 5896, 6324, 6634]"
217,"[216, 4082, 4767, 5896, 6324, 6634]"
218,[]
219,"[309, 537, 911, 1063, 1208, 1361, 1705, 2334, 2688, 2981, 3180, 3266, 3373, 3780, 3887, 4073, 4176, 4182, 4528, 4651, 4672, 4702, 5183, 5305, 5491, 5779, 6188, 6207, 6357, 6390, 6542, 6612, 6668, 7629, 7649, 7798, 7906, 8676, 8958, 10881, 11323, 12761, 12785, 12898, 13759, 14615, 14665, 14674]"
220,"[3149, 3955, 7448, 8685, 9170, 9284, 14566, 14708]"
221,[]
222,[]
223,[]
224,"[317, 395, 3901, 4593, 4772, 6598]"
225,"[291, 4728, 4730, 5383, 14071]"
226,[3562]
227,[]
228,"[1577, 1625, 1678, 3544, 4692, 6786, 12693]"
229,[]
230,[]
231,"[10853, 11508]"
232,[]
233,[9553]
234,"[235, 686, 916, 928, 1452, 2038, 3212, 4005, 5312, 6037, 14319, 15003]"
235,"[234, 686, 916, 928, 1452, 2038, 3212, 4005, 5312, 6037, 14319, 15003]"
236,"[561, 2311, 3232, 3812, 7467, 11957, 13614]"
237,[]
238,[]
239,"[3268, 3779, 4352, 5559, 5562, 5975, 6395, 7769, 8933, 9193, 9617, 9895, 10044, 10312, 10837, 10858, 10953, 11991, 12298, 12331, 12580, 12646, 12732, 13419, 13920, 13926, 13927]"
240,"[858, 868]"
241,[]
242,[9408]
243,"[11473, 13471, 14015]"
244,[5911]
245,[]
246,"[533, 4654, 5850, 8515, 8682, 9836, 13683]"
247,"[211, 597, 1040, 1070, 1417, 1660, 2503, 4622, 5083, 6239, 6714, 8764, 13060, 13556]"
248,[]
249,"[450, 7471, 13652]"
250,"[7397, 10700, 12368, 13185, 14001, 14133, 14243]"
251,"[51, 706, 936, 1662, 1915, 2457, 2704, 2944, 3323, 3335, 3367, 3612, 4167, 4602, 4790, 5333, 5450, 5458, 5854, 5977, 6297, 6306, 7560, 7583, 7619, 7786, 8104, 8503, 8561, 8633, 8688, 9062, 9076, 9396, 9699, 9852, 10082, 10132, 10170, 10244, 10463, 10847, 11089, 11340, 11560, 11899, 12058, 12092, 12243, 12270, 12347, 12462, 12604, 12871, 13343, 13567, 13583, 14130, 14245, 14759, 14960, 14966, 15152]"
252,"[66, 1307, 1597, 3064, 5285, 5941, 7478, 10573, 12109, 13772, 14437]"
253,"[1158, 2587, 3215, 3346, 4930, 6581, 7361, 7856, 8239, 8275, 11559, 13892]"
254,"[33, 255, 325, 1378, 1663, 2179, 2225, 2234, 2922, 3418, 3585, 4758, 8011]"
255,"[33, 254, 325, 915, 1089, 1378, 1546, 1663, 1945, 2179, 2225, 2234, 2922, 3097, 3418, 3585, 4116, 4758, 8011, 14430]"
256,[]
257,[5157]
258,"[5192, 5668, 13576]"
259,[]
260,"[316, 399]"
261,[]
262,[518]
263,[9640]
264,"[2102, 3388, 7831, 8753, 11072]"
265,"[982, 6538, 6539, 6619, 9240, 9949, 10627, 12281, 13279, 13646, 13665]"
266,"[3625, 4504, 6472, 7266]"
267,"[12132, 14200]"
268,"[2632, 7617, 8269, 8832, 11513, 12173, 12517, 12518, 15053]"
269,[1052]
270,[]
271,[12182]
272,[2189]
273,[]
274,"[12680, 13014, 13853, 14165]"
275,"[691, 1378, 5322, 8011, 9811, 12506, 14965]"
276,[2865]
277,"[699, 2205, 2613, 4731, 5678, 6554, 7308, 9199, 9459, 9612, 9655, 9656, 14444, 14794]"
278,[9487]
279,[]
280,[]
281,"[135, 3000, 3356, 4456, 5584, 5605, 7783]"
282,[]
283,"[6636, 13197, 14980]"
284,"[845, 3029, 5978, 13961]"
285,"[309, 935, 1063, 1154, 1205, 1222, 1451, 1674, 2334, 2625, 2733, 2966, 3373, 3704, 3780, 3991, 4069, 4182, 4528, 4651, 4672, 4702, 5305, 5491, 5959, 6203, 6207, 6357, 6390, 6542, 7629, 7649, 7798, 8666, 8958, 9737, 10308, 10881, 10900, 11718, 12227, 12761, 12785, 12898, 14615]"
286,[]
287,"[324, 1664, 9575, 11173]"
288,"[5525, 6268, 7394]"
289,"[4530, 12767]"
290,"[208, 477, 765, 899, 939, 1368, 1489, 1733, 1964, 1985, 2154, 2329, 2331, 2518, 2634, 2689, 2804, 2806, 2909, 2938, 3207, 3615, 3719, 3781, 3948, 4735, 6180, 6223, 6502, 7904, 7990, 8025, 8621, 8924, 9472, 10540, 11084, 11153, 11333, 11668, 12856, 13098, 13599, 13929, 13940, 14074, 14253, 14292, 14790, 14906, 15065]"
291,"[225, 4728, 4730]"
292,[]
293,[]
294,[]
295,[]
296,[]
297,"[448, 2380, 2617, 4185, 4265, 5781, 7699, 7991, 9906, 10307, 12062, 13697, 13739, 14252, 14385, 14498, 14642]"
298,"[445, 5717]"
299,"[3570, 9637]"
300,[]
301,"[139, 310, 3893, 4713, 4714, 4874, 4899, 5398, 5494, 5591, 6004, 6792]"
302,"[138, 2684, 4462, 4623, 6551]"
303,"[698, 712, 1587, 1759, 2399, 2616, 3013, 3219, 3685, 3788, 4752, 4942, 8662, 8750, 9959, 10268, 10950, 12107, 12944, 14482]"
304,"[332, 3807, 5555]"
305,"[760, 2918, 4142, 6950, 9371]"
306,[]
307,"[10767, 11297, 12913]"
308,[]
309,"[219, 285, 537, 911, 935, 1063, 1154, 1208, 1222, 1361, 1451, 1520, 1705, 1798, 2334, 2688, 2733, 2966, 2981, 3180, 3266, 3373, 3704, 3780, 3887, 3991, 4073, 4176, 4182, 4528, 4651, 4672, 4702, 5183, 5305, 5491, 5779, 5959, 6105, 6188, 6203, 6207, 6357, 6390, 6542, 6612, 6668, 7629, 7649, 7798, 7906, 8666, 8676, 8958, 10308, 10881, 10900, 11323, 11598, 11718, 12227, 12761, 12785, 12898, 13641, 13759, 14615, 14665, 14674]"
310,"[301, 311, 4713, 4714, 4899, 5494, 6004]"
311,"[310, 5494, 6004, 6333]"
312,"[4872, 6333]"
313,"[4062, 4290, 6063, 11114]"
314,[]
315,[]
316,"[260, 1506]"
317,"[224, 3901, 4772]"
318,[]
319,[]
320,[11834]
321,[8721]
322,[]
323,[]
324,"[287, 518, 9575, 11173]"
325,"[33, 156, 254, 255, 915, 1089, 1546, 1663, 1945, 2179, 2225, 2234, 2922, 3097, 3418, 3585, 4116, 4758, 8011, 14430]"
326,[14850]
327,[]
328,"[42, 43, 2019, 2629, 2903, 5435, 5583, 5957, 7272, 7848, 8254, 8742, 9282, 9769, 10665, 10819, 11316, 12791, 14728, 14756]"
329,"[1787, 12054]"
330,[499]
331,"[193, 1057, 1080, 1349, 2389, 2817, 3004, 3341, 5437, 6029, 10668, 10892, 12158]"
332,"[304, 3807, 5555]"
333,[]
334,"[598, 601, 2933, 3065, 7730, 14281]"
335,"[2186, 4033, 6432]"
336,"[884, 1709, 2163]"
337,"[5578, 7109, 8256, 11453, 11456, 12980]"
338,"[117, 379, 552, 1408, 2049, 2656, 3422, 6335, 14219]"
339,[]
340,"[844, 2493, 13775]"
341,[]
342,"[7108, 7511, 14881, 14882]"
343,"[958, 1726, 11128]"
344,"[481, 500, 554, 778, 876, 4216, 5985, 7389, 8944, 13449]"
345,[]
346,[]
347,"[2537, 2757, 3516, 6980, 7789, 8654, 10026, 10146, 10148, 11304, 14041, 14067]"
348,"[4872, 5398]"
349,"[2905, 5245, 6308]"
350,[]
351,[]
352,"[3152, 3871, 10768, 13124, 14352, 14833]"
353,"[191, 4591, 9250]"
354,"[440, 9109, 13908]"
355,"[8504, 10039, 11753]"
356,[]
357,"[813, 2131, 2326, 2581, 2924, 3282, 3441, 4238, 4343, 4723, 4917, 5473, 7187, 8638, 9190, 9896, 10159, 10319, 10590, 10908, 11262, 12272, 12972]"
358,"[4748, 5992, 12435, 12444, 13515]"
359,"[66, 772, 1093, 1597, 2572, 5285, 5465, 6300, 7478, 10274, 12109, 12229, 12662, 14437, 15027]"
360,"[4771, 5329, 5360, 14147, 14290]"
361,[]
362,"[160, 1427, 2482, 2872, 3564, 4313, 4315, 4510, 5003, 7336, 7451, 8408, 12421, 12504, 14097, 14762]"
363,[]
364,[365]
365,[364]
366,[]
367,[14607]
368,"[5708, 9730, 13851]"
369,[]
370,"[2350, 7556, 10464, 12452, 12885]"
371,[]
372,[]
373,"[2763, 13582]"
374,[]
375,[]
376,"[3717, 12576]"
377,[959]
378,"[6446, 13776]"
379,"[117, 338, 1408, 1420, 1574, 1967, 2049, 2511, 2656, 3422, 3446, 3491, 3589, 4374, 4518, 4849, 5002, 5114, 5310, 5765, 6335, 9982, 11633, 14219]"
380,"[13283, 13289]"
381,[]
382,"[8162, 8163, 8259]"
383,"[7189, 7281]"
384,"[6211, 6938, 11307, 11495, 13655, 13959, 14047]"
385,[]
386,[14170]
387,"[746, 1018, 3055, 9306, 12290, 12640, 12713, 13436, 13853, 13957, 14165, 14362, 14432, 14969]"
388,"[3239, 3627, 6156]"
389,"[124, 1145, 6429, 8268, 9485, 12489, 12730]"
390,"[12222, 12598]"
391,[]
392,[]
393,"[5653, 14860]"
394,"[2952, 3967, 4965, 5192, 5668, 13310, 13576]"
395,"[224, 402, 505, 3901, 4593, 4623, 4717, 4772, 5197, 6598]"
396,[]
397,[]
398,[]
399,[260]
400,[]
401,[10013]
402,"[395, 426, 4593, 4715, 4717, 4773, 5197, 6179, 6598]"
403,[1680]
404,[655]
405,"[7314, 7480]"
406,[]
407,[]
408,[5627]
409,"[421, 1292, 14831, 14832]"
410,[6599]
411,[]
412,[10654]
413,"[1983, 3007, 3699, 6074]"
414,[]
415,"[5412, 6443, 8415, 11767, 12867]"
416,[10031]
417,[]
418,"[433, 742, 960, 2312, 2360, 3157, 3847, 12417, 14400]"
419,"[2236, 3678, 8801, 9021, 9291, 12705, 12962]"
420,"[2083, 2274, 2529, 3068, 3089, 4126, 5239, 6051, 8043, 10575]"
421,"[409, 1292, 14831, 14832]"
422,"[1212, 1679, 6083, 6966, 14049]"
423,"[2628, 5001, 5768, 8529, 9820]"
424,[]
425,"[891, 1574, 1967, 2511, 2656, 3182, 3422, 3589, 4066, 5002, 5402, 5470, 5704, 5765, 8900, 9982, 11091, 11633, 14766]"
426,"[402, 3901, 4715, 4717, 4773, 5197, 6179]"
427,"[889, 10772]"
428,"[7274, 7439, 8246, 12304, 13527, 13823, 14927]"
429,[1626]
430,[]
431,[]
432,[]
433,"[418, 960, 3157, 3847, 12417]"
434,[6316]
435,"[580, 1931, 2373, 2427, 2446, 2459, 2846, 3677, 4224, 4838, 5078, 6178, 7214, 7349, 7414, 9448, 9597, 11583, 12204, 12888, 13532, 14455, 14768]"
436,[]
437,"[883, 2698]"
438,"[2033, 6214, 6231]"
439,[5592]
440,"[354, 9109, 13908]"
441,[]
442,"[2568, 2710, 4012, 13101]"
443,"[8866, 10453, 10994, 11126, 11825]"
444,[]
445,"[298, 5717]"
446,[]
447,[]
448,"[297, 660, 780, 802, 933, 1682, 1820, 2298, 2380, 2576, 2617, 2803, 2810, 4185, 4265, 4732, 5059, 5781, 5923, 7699, 7991, 9906, 10034, 10307, 11232, 12062, 13697, 13739, 13825, 13976, 14234, 14235, 14252, 14385, 14498, 14642]"
449,[13894]
450,"[249, 13652]"
451,[]
452,"[8459, 9352, 12119]"
453,"[1503, 2308, 5209]"
454,[]
455,[6820]
456,[]
457,[4086]
458,"[2453, 5699]"
459,[]
460,[]
461,[]
462,[]
463,[]
464,"[7205, 14904]"
465,[]
466,[]
467,[3261]
468,[]
469,[]
470,[]
471,[]
472,[7800]
473,"[1391, 5309, 6311, 9713]"
474,"[796, 1894, 2216, 2222, 3242, 3352, 3392, 5354, 5546, 6070, 8212, 9768, 11276, 14154]"
475,"[1179, 6145, 14060]"
476,[]
477,"[208, 290, 765, 899, 939, 1368, 1489, 1733, 1964, 1985, 2154, 2329, 2331, 2518, 2634, 2689, 2804, 2806, 2909, 2938, 2991, 3207, 3615, 3781, 3948, 4735, 5495, 6180, 6223, 6502, 7904, 7990, 8025, 8621, 8924, 9472, 10540, 11084, 11153, 11333, 11668, 12856, 13098, 13599, 13940, 14074, 14253, 14292, 14790, 14906, 15065]"
478,"[710, 2181, 3127, 3912, 4278, 5057, 8876]"
479,"[200, 5293, 11644]"
480,[5385]
481,"[344, 500, 778, 4216, 5124, 5985, 8944, 9977, 13449]"
482,[7558]
483,"[832, 4511, 6533, 14651]"
484,"[159, 191, 192, 3976, 4392, 4449, 12460, 14692, 15086]"
485,[]
486,[]
487,"[573, 577, 4075]"
488,[]
489,[]
490,[]
491,[]
492,"[1037, 1828, 2199, 2233, 2776, 3597, 3989, 4028, 4789, 4799, 5469, 5565, 6594, 7936, 10542, 11322]"
493,[]
494,[2791]
495,[]
496,"[1458, 1621, 2540, 2775, 5033, 6264, 7217, 9999, 10096, 14335, 14934]"
497,[]
498,"[852, 2406, 3980, 4551, 6948]"
499,"[111, 330, 6815]"
500,"[344, 481, 778, 876, 4216, 5985, 7389, 8944, 9977, 13449]"
501,[]
502,[]
503,"[1587, 1759, 3788, 10268, 14146]"
504,"[13757, 14963, 15035, 15060]"
505,"[138, 395, 4462, 4593, 4623, 6598]"
506,[]
507,[]
508,"[5684, 5822]"
509,"[551, 2794, 4496, 6760, 7693, 8027, 8576, 8584, 8761, 10414]"
510,[]
511,[]
512,"[49, 2774, 2861, 2911, 3306, 3577, 4614, 5160, 6949, 7343, 8371, 8794, 9395, 9998, 10265, 10640, 10697, 10911, 12453, 13219, 13498, 13513, 14981]"
513,"[2316, 4225, 4306, 4725, 5844, 10714]"
514,"[4014, 6228]"
515,[]
516,"[775, 7238, 14213]"
517,[559]
518,"[262, 324]"
519,"[661, 2434, 2445, 2977, 3045, 3223, 4724, 5194, 6076, 6107, 10361, 10915, 13659]"
520,"[8534, 12868]"
521,[]
522,[2859]
523,"[742, 820, 1542, 2890, 5214, 6663, 8995, 9112, 11180, 11222]"
524,"[2750, 11187]"
525,[]
526,[]
527,[]
528,[5478]
529,[]
530,"[7841, 9185, 9728, 13254, 13969]"
531,[]
532,[]
533,"[246, 4654, 8515, 9836, 10617]"
534,[15144]
535,[536]
536,[535]
537,"[219, 309, 911, 1063, 1208, 1361, 1705, 2334, 2688, 2981, 3180, 3266, 3373, 3780, 3887, 4073, 4176, 4182, 4528, 4651, 4672, 4702, 5183, 5305, 5491, 5779, 6188, 6207, 6357, 6390, 6542, 6612, 6668, 7629, 7649, 7798, 7906, 8676, 8958, 10881, 11323, 12785, 12898, 13759, 14615, 14665, 14674]"
538,[]
539,"[13387, 13388, 14259, 14834]"
540,"[2187, 2391, 5732, 5796, 7078, 10023]"
541,[]
542,"[13308, 13318, 13909]"
543,[12650]
544,[]
545,"[578, 3591, 3664, 9140, 12900]"
546,"[6296, 14110]"
547,"[754, 1043, 1073, 1334, 5316, 10940, 14680, 15052]"
548,[2898]
549,"[2292, 4676, 6592, 6666, 9558, 13991]"
550,"[1411, 3718, 7575, 8650, 14386]"
551,"[509, 2965, 3159, 6760, 6905, 7693, 8027, 8761, 10250, 10414, 13712]"
552,"[117, 338, 1408, 6335, 14219]"
553,"[1247, 4074, 4110, 4941, 5907, 12448]"
554,[344]
555,[]
556,[]
557,[]
558,[]
559,[517]
560,[13722]
561,"[236, 2311, 2861, 3232, 3264, 3306, 3812, 4614, 5160, 5856, 6366, 6639, 7343, 7467, 8371, 8776, 8808, 9395, 10182, 11957, 12297, 12407, 12609, 13219, 13513, 14981]"
562,"[634, 714]"
563,"[4108, 4921]"
564,[]
565,[]
566,[]
567,[]
568,"[7969, 7970]"
569,[7405]
570,[6490]
571,[]
572,[]
573,"[487, 577, 4075]"
574,"[988, 1370, 7287, 11686]"
575,[]
576,[9883]
577,"[487, 573, 4075]"
578,"[545, 2842, 3591, 3664, 9140, 12900]"
579,"[3366, 5115, 14142]"
580,"[435, 605, 1425, 1596, 1817, 1931, 2373, 2427, 2446, 2459, 2846, 3677, 4224, 4838, 5078, 6178, 6665, 7214, 7349, 7414, 7753, 7774, 9165, 9448, 9597, 11317, 11452, 11583, 12204, 12643, 12888, 13532, 14455, 14768]"
581,[]
582,[]
583,[]
