,coordinates,geo_id,geo_id_washed,poi_country,poi_id,poi_type,traffic_type,type
110,"[-74.002719, 40.733727]",119,110,US,3fd66200f964a5201de71ee3,Gay Bar,poi,Point
111,"[-73.985453, 40.756929]",120,111,US,3fd66200f964a5201dea1ee3,BBQ Joint,poi,Point
112,"[-73.98894, 40.738783]",121,112,US,3fd66200f964a5201deb1ee3,Bar,poi,Point
113,"[-73.987696, 40.719698]",122,113,US,3fd66200f964a5201ee31ee3,New American Restaurant,poi,Point
114,"[-73.981262, 40.728156]",123,114,US,3fd66200f964a5201ee51ee3,Bar,poi,Point
115,"[-74.002547, 40.733942]",124,115,US,3fd66200f964a5201ee71ee3,American Restaurant,poi,Point
116,"[-73.968296, 40.755207]",125,116,US,3fd66200f964a5201ee81ee3,Wine Bar,poi,Point
117,"[-74.001898, 40.72702]",126,117,US,3fd66200f964a5201eeb1ee3,Lounge,poi,Point
118,"[-73.983783, 40.725472]",127,118,US,3fd66200f964a5201fe51ee3,Caf�,poi,Point
119,"[-74.0002, 40.730517]",128,119,US,3fd66200f964a5201fe61ee3,Music Venue,poi,Point
120,"[-74.001755, 40.71966]",129,120,US,3fd66200f964a5201fe91ee3,Tattoo Parlor,poi,Point
121,"[-73.983208, 40.672797]",132,121,US,3fd66200f964a5201fee1ee3,Bar,poi,Point
122,"[-73.988543, 40.716347]",133,122,US,3fd66200f964a52020e31ee3,Donut Shop,poi,Point
123,"[-73.983103, 40.728573]",134,123,US,3fd66200f964a52020e51ee3,Middle Eastern Restaurant,poi,Point
124,"[-73.996664, 40.724846]",135,124,US,3fd66200f964a52020e61ee3,Bookstore,poi,Point
125,"[-73.99065, 40.744557]",136,125,US,3fd66200f964a52020e71ee3,BBQ Joint,poi,Point
126,"[-73.980739, 40.780589]",137,126,US,3fd66200f964a52020e81ee3,Concert Hall,poi,Point
127,"[-73.959594, 40.71816]",138,127,US,3fd66200f964a52020ee1ee3,Sushi Restaurant,poi,Point
128,"[-73.988751, 40.727173]",139,128,US,3fd66200f964a52021e31ee3,Indian Restaurant,poi,Point
129,"[-73.988492, 40.719854]",140,129,US,3fd66200f964a52021e41ee3,Bar,poi,Point
130,"[-73.987775, 40.71875]",142,130,US,3fd66200f964a52021e71ee3,Diner,poi,Point
131,"[-74.006713, 40.719775]",143,131,US,3fd66200f964a52021ea1ee3,Burger Joint,poi,Point
132,"[-73.969355, 40.710657]",144,132,US,3fd66200f964a52021ee1ee3,Italian Restaurant,poi,Point
133,"[-73.990002, 40.718152]",145,133,US,3fd66200f964a52022e41ee3,Mexican Restaurant,poi,Point
134,"[-73.978871, 40.72417]",146,134,US,3fd66200f964a52022e51ee3,German Restaurant,poi,Point
135,"[-74.006661, 40.739477]",147,135,US,3fd66200f964a52022e71ee3,Steakhouse,poi,Point
136,"[-73.984125, 40.725325]",148,136,US,3fd66200f964a52023e51ee3,Sushi Restaurant,poi,Point
137,"[-74.001756, 40.727282]",149,137,US,3fd66200f964a52023e61ee3,Italian Restaurant,poi,Point
138,"[-73.983442, 40.772531]",150,138,US,3fd66200f964a52023e81ee3,Performing Arts Venue,poi,Point
139,"[-73.994553, 40.721724]",151,139,US,3fd66200f964a52023eb1ee3,Italian Restaurant,poi,Point
140,"[-73.987832, 40.72]",152,140,US,3fd66200f964a52024e41ee3,Cocktail Bar,poi,Point
141,"[-73.983103, 40.775148]",153,141,US,3fd66200f964a52024e81ee3,Concert Hall,poi,Point
142,"[-73.994685, 40.72488]",154,142,US,3fd66200f964a52025e41ee3,Dive Bar,poi,Point
143,"[-73.984078, 40.722347]",155,143,US,3fd66200f964a52025e51ee3,Italian Restaurant,poi,Point
144,"[-73.998111, 40.755944]",156,144,US,3fd66200f964a52025e61ee3,Art Gallery,poi,Point
145,"[-74.003214, 40.730047]",157,145,US,3fd66200f964a52025e71ee3,Sushi Restaurant,poi,Point
146,"[-73.988404, 40.728988]",158,146,US,3fd66200f964a52025eb1ee3,Bar,poi,Point
147,"[-73.985883, 40.729444]",160,147,US,3fd66200f964a52026e51ee3,Japanese Restaurant,poi,Point
148,"[-73.985617, 40.727117]",161,148,US,3fd66200f964a52026eb1ee3,Bar,poi,Point
149,"[-73.984756, 40.768396]",162,149,US,3fd66200f964a52027e31ee3,Hotel Bar,poi,Point
150,"[-73.983235, 40.722898]",163,150,US,3fd66200f964a52027e51ee3,Bar,poi,Point
151,"[-73.956914, 40.770387]",164,151,US,3fd66200f964a52027ea1ee3,Italian Restaurant,poi,Point
152,"[-73.990839, 40.73695]",165,152,US,3fd66200f964a52028e41ee3,Brewery,poi,Point
153,"[-73.984561, 40.725638]",166,153,US,3fd66200f964a52029e31ee3,Dive Bar,poi,Point
154,"[-74.000951, 40.730832]",167,154,US,3fd66200f964a52029e61ee3,Bar,poi,Point
155,"[-74.003344, 40.723498]",168,155,US,3fd66200f964a52029e91ee3,Latin American Restaurant,poi,Point
156,"[-74.008457, 40.723766]",169,156,US,3fd66200f964a5202ae31ee3,Event Space,poi,Point
157,"[-73.986561, 40.727339]",170,157,US,3fd66200f964a5202ae41ee3,Bar,poi,Point
158,"[-74.000919, 40.730836]",171,158,US,3fd66200f964a5202ae61ee3,Lounge,poi,Point
159,"[-74.00229, 40.730315]",172,159,US,3fd66200f964a5202ae71ee3,Bar,poi,Point
160,"[-73.970546, 40.758357]",173,160,US,3fd66200f964a5202aeb1ee3,Caf�,poi,Point
161,"[-73.989213, 40.726104]",174,161,US,3fd66200f964a5202be41ee3,Gay Bar,poi,Point
162,"[-74.002061, 40.72869]",176,162,US,3fd66200f964a5202be71ee3,Italian Restaurant,poi,Point
163,"[-73.997462, 40.736529]",177,163,US,3fd66200f964a5202bea1ee3,French Restaurant,poi,Point
164,"[-73.989455, 40.727036]",178,164,US,3fd66200f964a5202ce31ee3,Bar,poi,Point
165,"[-73.988659, 40.728271]",179,165,US,3fd66200f964a5202ce41ee3,Pub,poi,Point
166,"[-73.982776, 40.726806]",180,166,US,3fd66200f964a5202ce51ee3,French Restaurant,poi,Point
167,"[-73.996819, 40.722176]",181,167,US,3fd66200f964a5202ce61ee3,Bakery,poi,Point
168,"[-74.004532, 40.728449]",182,168,US,3fd66200f964a5202ce71ee3,Indie Movie Theater,poi,Point
169,"[-73.988475, 40.723401]",184,169,US,3fd66200f964a5202de51ee3,French Restaurant,poi,Point
170,"[-74.002374, 40.731307]",185,170,US,3fd66200f964a5202de71ee3,Italian Restaurant,poi,Point
171,"[-73.981829, 40.740778]",186,171,US,3fd66200f964a5202dea1ee3,Afghan Restaurant,poi,Point
172,"[-73.984699, 40.728543]",187,172,US,3fd66200f964a5202ee41ee3,Dive Bar,poi,Point
173,"[-74.000322, 40.730178]",188,173,US,3fd66200f964a5202ee61ee3,Falafel Restaurant,poi,Point
174,"[-74.005542, 40.738658]",189,174,US,3fd66200f964a5202ee71ee3,Bar,poi,Point
175,"[-73.981719, 40.780558]",190,175,US,3fd66200f964a5202ee81ee3,Grocery Store,poi,Point
176,"[-73.988056, 40.724297]",191,176,US,3fd66200f964a5202fe41ee3,Bar,poi,Point
177,"[-73.981633, 40.778364]",192,177,US,3fd66200f964a5202fe81ee3,Hot Dog Joint,poi,Point
178,"[-74.009278, 40.726074]",193,178,US,3fd66200f964a5202feb1ee3,Nightclub,poi,Point
179,"[-74.001123, 40.731744]",194,179,US,3fd66200f964a52030e31ee3,Greek Restaurant,poi,Point
180,"[-73.979172, 40.777556]",195,180,US,3fd66200f964a52030e81ee3,Bar,poi,Point
181,"[-74.002522, 40.731332]",196,181,US,3fd66200f964a52030e91ee3,Italian Restaurant,poi,Point
182,"[-73.976067, 40.763063]",197,182,US,3fd66200f964a52030ea1ee3,American Restaurant,poi,Point
183,"[-73.977117, 40.672259]",198,183,US,3fd66200f964a52030ee1ee3,Mexican Restaurant,poi,Point
184,"[-73.972755, 40.751765]",199,184,US,3fd66200f964a52032e31ee3,Japanese Restaurant,poi,Point
185,"[-73.992556, 40.73429]",200,185,US,3fd66200f964a52032e91ee3,Bowling Alley,poi,Point
186,"[-74.001359, 40.732024]",201,186,US,3fd66200f964a52032eb1ee3,Mexican Restaurant,poi,Point
187,"[-73.976285, 40.762977]",202,187,US,3fd66200f964a52033e31ee3,Deli / Bodega,poi,Point
188,"[-73.994703, 40.72478]",203,188,US,3fd66200f964a52033e61ee3,Dive Bar,poi,Point
189,"[-74.006074, 40.735482]",204,189,US,3fd66200f964a52033e71ee3,Italian Restaurant,poi,Point
190,"[-74.009593, 40.722185]",205,190,US,3fd66200f964a52033ea1ee3,Steakhouse,poi,Point
191,"[-73.998234, 40.715594]",206,191,US,3fd66200f964a52033eb1ee3,Ice Cream Shop,poi,Point
192,"[-73.976363, 40.763943]",207,192,US,3fd66200f964a52034e31ee3,Mediterranean Restaurant,poi,Point
193,"[-74.003017, 40.723914]",208,193,US,3fd66200f964a52034e61ee3,Hotel Bar,poi,Point
194,"[-73.983464, 40.771142]",209,194,US,3fd66200f964a52034e81ee3,Mexican Restaurant,poi,Point
195,"[-73.984337, 40.760781]",210,195,US,3fd66200f964a52034e91ee3,Asian Restaurant,poi,Point
196,"[-73.975126, 40.760268]",211,196,US,3fd66200f964a52034ea1ee3,Burger Joint,poi,Point
197,"[-73.996361, 40.719455]",212,197,US,3fd66200f964a52034eb1ee3,Vietnamese Restaurant,poi,Point
198,"[-73.984395, 40.671336]",213,198,US,3fd66200f964a52034ee1ee3,Gay Bar,poi,Point
199,"[-73.96664, 40.769734]",214,199,US,3fd66200f964a52035e31ee3,French Restaurant,poi,Point
200,"[-73.989227, 40.731698]",215,200,US,3fd66200f964a52035e41ee3,Music Venue,poi,Point
201,"[-73.980065, 40.775648]",216,201,US,3fd66200f964a52035e81ee3,Bar,poi,Point
202,"[-73.992217, 40.736181]",217,202,US,3fd66200f964a52035eb1ee3,Wine Bar,poi,Point
203,"[-73.987809, 40.728533]",218,203,US,3fd66200f964a52036e31ee3,Burger Joint,poi,Point
204,"[-73.989798, 40.729617]",219,204,US,3fd66200f964a52036e41ee3,Bar,poi,Point
205,"[-73.99939, 40.728301]",220,205,US,3fd66200f964a52036e61ee3,Jazz Club,poi,Point
206,"[-74.00426, 40.730465]",221,206,US,3fd66200f964a52036e71ee3,Bar,poi,Point
207,"[-73.987276, 40.728425]",222,207,US,3fd66200f964a52036ea1ee3,Breakfast Spot,poi,Point
208,"[-74.004466, 40.74789]",223,208,US,3fd66200f964a52036eb1ee3,Bar,poi,Point
209,"[-73.999116, 40.714464]",224,209,US,3fd66200f964a52037e31ee3,Chinese Restaurant,poi,Point
210,"[-73.98541, 40.731719]",225,210,US,3fd66200f964a52037e41ee3,Nightclub,poi,Point
211,"[-74.006369, 40.734068]",226,211,US,3fd66200f964a52037e71ee3,Mexican Restaurant,poi,Point
212,"[-73.98234, 40.75563]",227,212,US,3fd66200f964a52037eb1ee3,Hotel,poi,Point
213,"[-74.008384, 40.72583]",228,213,US,3fd66200f964a52038e31ee3,Pub,poi,Point
214,"[-73.991029, 40.733548]",229,214,US,3fd66200f964a52038e41ee3,Hobby Shop,poi,Point
215,"[-73.993347, 40.724494]",231,215,US,3fd66200f964a52038eb1ee3,Dive Bar,poi,Point
216,"[-73.982862, 40.673497]",232,216,US,3fd66200f964a52038f11ee3,Bar,poi,Point
217,"[-73.987872, 40.722555]",233,217,US,3fd66200f964a52039e31ee3,Middle Eastern Restaurant,poi,Point
218,"[-73.983563, 40.729424]",234,218,US,3fd66200f964a52039e51ee3,Hookah Bar,poi,Point
219,"[-74.005989, 40.735808]",235,219,US,3fd66200f964a52039eb1ee3,Pub,poi,Point
220,"[-73.98766, 40.703062]",236,220,US,3fd66200f964a52039f11ee3,Record Shop,poi,Point
221,"[-73.985672, 40.727869]",237,221,US,3fd66200f964a5203ae31ee3,Mexican Restaurant,poi,Point
222,"[-73.976475, 40.780569]",238,222,US,3fd66200f964a5203ae81ee3,American Restaurant,poi,Point
223,"[-73.991534, 40.689542]",239,223,US,3fd66200f964a5203af11ee3,Bar,poi,Point
224,"[-73.979126, 40.727853]",240,224,US,3fd66200f964a5203be51ee3,French Restaurant,poi,Point
225,"[-73.996878, 40.720408]",241,225,US,3fd66200f964a5203be61ee3,Caf��,poi,Point
226,"[-74.005204, 40.735893]",242,226,US,3fd66200f964a5203be71ee3,Cupcake Shop,poi,Point
227,"[-73.97302, 40.78538]",243,227,US,3fd66200f964a5203be81ee3,Rock Club,poi,Point
228,"[-73.993761, 40.694654]",244,228,US,3fd66200f964a5203bf11ee3,Diner,poi,Point
229,"[-73.904984, 40.887266]",245,229,US,3fd66200f964a5203ce31ee3,Bar,poi,Point
230,"[-73.979245, 40.727786]",247,230,US,3fd66200f964a5203ce51ee3,Pizza Place,poi,Point
231,"[-73.98998, 40.760683]",249,231,US,3fd66200f964a5203de31ee3,Italian Restaurant,poi,Point
232,"[-73.987718, 40.729397]",250,232,US,3fd66200f964a5203de41ee3,Sake Bar,poi,Point
233,"[-74.001749, 40.732431]",252,233,US,3fd66200f964a5203de71ee3,Pub,poi,Point
234,"[-73.976314, 40.786161]",253,234,US,3fd66200f964a5203de81ee3,Pizza Place,poi,Point
235,"[-73.975344, 40.763535]",255,235,US,3fd66200f964a5203ee31ee3,French Restaurant,poi,Point
236,"[-73.991906, 40.72707]",256,236,US,3fd66200f964a5203ee41ee3,Lounge,poi,Point
237,"[-74.002805, 40.731081]",257,237,US,3fd66200f964a5203ee71ee3,Cheese Shop,poi,Point
238,"[-73.988443, 40.723286]",258,238,US,3fd66200f964a5203ee91ee3,Bar,poi,Point
239,"[-74.011298, 40.703471]",259,239,US,3fd66200f964a5203eea1ee3,American Restaurant,poi,Point
240,"[-73.979359, 40.736031]",260,240,US,3fd66200f964a5203eeb1ee3,Bagel Shop,poi,Point
241,"[-73.985863, 40.732841]",262,241,US,3fd66200f964a5203fe41ee3,Lounge,poi,Point
242,"[-73.980504, 40.728616]",263,242,US,3fd66200f964a5203fe51ee3,Caf��,poi,Point
243,"[-73.996601, 40.721498]",264,243,US,3fd66200f964a5203fe61ee3,Boutique,poi,Point
244,"[-73.976483, 40.785903]",265,244,US,3fd66200f964a5203fea1ee3,Breakfast Spot,poi,Point
245,"[-73.98873, 40.734958]",266,245,US,3fd66200f964a52040e41ee3,Lounge,poi,Point
246,"[-74.004268, 40.734081]",268,246,US,3fd66200f964a52040e71ee3,New American Restaurant,poi,Point
247,"[-73.981113, 40.782317]",269,247,US,3fd66200f964a52040e81ee3,Burger Joint,poi,Point
248,"[-73.985342, 40.727655]",270,248,US,3fd66200f964a52041e51ee3,Lounge,poi,Point
249,"[-73.971005, 40.755143]",271,249,US,3fd66200f964a52041eb1ee3,Steakhouse,poi,Point
250,"[-73.986644, 40.750866]",272,250,US,3fd66200f964a52042e31ee3,Steakhouse,poi,Point
251,"[-73.977513, 40.784271]",274,251,US,3fd66200f964a52042e81ee3,Dive Bar,poi,Point
252,"[-74.001399, 40.731946]",275,252,US,3fd66200f964a52042eb1ee3,Burrito Place,poi,Point
253,"[-74.00167, 40.684157]",276,253,US,3fd66200f964a52042f11ee3,Italian Restaurant,poi,Point
254,"[-73.981531, 40.740972]",277,254,US,3fd66200f964a52043e71ee3,Pub,poi,Point
255,"[-73.997365, 40.721661]",279,255,US,3fd66200f964a52044e31ee3,Mexican Restaurant,poi,Point
256,"[-73.985422, 40.727252]",280,256,US,3fd66200f964a52044e51ee3,Bar,poi,Point
257,"[-74.000484, 40.727177]",281,257,US,3fd66200f964a52044e61ee3,American Restaurant,poi,Point
258,"[-73.97807, 40.741876]",282,258,US,3fd66200f964a52044e71ee3,Pub,poi,Point
259,"[-73.979126, 40.783453]",283,259,US,3fd66200f964a52044e81ee3,Sports Bar,poi,Point
260,"[-74.003571, 40.722077]",284,260,US,3fd66200f964a52044e91ee3,French Restaurant,poi,Point
261,"[-73.959646, 40.771068]",285,261,US,3fd66200f964a52044ea1ee3,Burger Joint,poi,Point
262,"[-73.978421, 40.74531]",286,262,US,3fd66200f964a52044eb1ee3,Burrito Place,poi,Point
263,"[-73.978466, 40.745127]",288,263,US,3fd66200f964a52045e71ee3,Pub,poi,Point
264,"[-73.977657, 40.746273]",289,264,US,3fd66200f964a52045ea1ee3,Burger Joint,poi,Point
