geo_id,prompt
111,"The name of this POI is 1500 Broadway. The latitude and longitude of the POI are 40.756929 North and 73.985453 West.
 There are Office, Theater and Hotel near the POI."
112,"The latitude and longitude of the POI are 40.738783 North and 73.98894 West.
 There are Office, Tech Startup and Italian Restaurant near the POI."
113,"The latitude and longitude of the POI are 40.719698 North and 73.987696 West.
 There are Bar, Lounge and Mexican Restaurant near the POI."
114,"The latitude and longitude of the POI are 40.728156 North and 73.981262 West.
 There are Bar, Pizza Place and Italian Restaurant near the POI."
115,"The name of this POI is Christopher Street-Sheridan Square. The latitude and longitude of the POI are 40.733942 North and 74.002547 West.
 There are Italian Restaurant, Bar and American Restaurant near the POI."
116,"The latitude and longitude of the POI are 40.755207 North and 73.968296 West.
 There are Office, Bar and American Restaurant near the POI."
117,"The latitude and longitude of the POI are 40.72702 North and 74.001898 West.
 There are Office, Clothing Store and Italian Restaurant near the POI."
118,"The latitude and longitude of the POI are 40.725472 North and 73.983783 West.
 There are Bar, Mexican Restaurant and Italian Restaurant near the POI."
119,"The latitude and longitude of the POI are 40.730517 North and 74.0002 West.
 There are Italian Restaurant, Bar and American Restaurant near the POI."
120,"The name of this POI is Canal Street (R,W). The latitude and longitude of the POI are 40.71966 North and 74.001755 West.
 There are Office, Italian Restaurant and Chinese Restaurant near the POI."
121,"The latitude and longitude of the POI are 40.672797 North and 73.983208 West.
 There are Burger Joint, Coffee Shop and Italian Restaurant near the POI."
122,"The name of this POI is Doughnut Plant. The latitude and longitude of the POI are 40.716347 North and 73.988543 West.
 There are Bar, Chinese Restaurant and Cocktail Bar near the POI."
123,"The latitude and longitude of the POI are 40.728573 North and 73.983103 West.
 There are Bar, Pizza Place and Coffee Shop near the POI."
124,"The name of this POI is Harvestworks. The latitude and longitude of the POI are 40.724846 North and 73.996664 West.
 There are Clothing Store, Office and Italian Restaurant near the POI."
125,"The name of this POI is Grey Bar & Restaurant. The latitude and longitude of the POI are 40.744557 North and 73.99065 West.
 There are Office, Tech Startup and Coffee Shop near the POI."
126,"The latitude and longitude of the POI are 40.780589 North and 73.980739 West.
 There are Coffee Shop, Italian Restaurant and Drugstore / Pharmacy near the POI."
127,"The latitude and longitude of the POI are 40.71816 North and 73.959594 West.
 There are Bar, American Restaurant and Italian Restaurant near the POI."
128,"The latitude and longitude of the POI are 40.727173 North and 73.988751 West.
 There are Bar, Italian Restaurant and Coffee Shop near the POI."
129,"The name of this POI is Set L.E.S. The latitude and longitude of the POI are 40.719854 North and 73.988492 West.
 There are Bar, Mexican Restaurant and Lounge near the POI."
130,"The name of this POI is Essex Street Retail Market. The latitude and longitude of the POI are 40.71875 North and 73.987775 West.
 There are Bar, Mexican Restaurant and Lounge near the POI."
131,"The name of this POI is Franklin Street. The latitude and longitude of the POI are 40.719775 North and 74.006713 West.
 There are Office, American Restaurant and Italian Restaurant near the POI."
132,"The name of this POI is Giando On the Water. The latitude and longitude of the POI are 40.710657 North and 73.969355 West.
 There are Bar, American Restaurant and Rock Club near the POI."
133,"The latitude and longitude of the POI are 40.718152 North and 73.990002 West.
 There are Bar, Pizza Place and Cocktail Bar near the POI."
134,"The latitude and longitude of the POI are 40.72417 North and 73.978871 West.
 There are Bar, Italian Restaurant and Café near the POI."
135,"The latitude and longitude of the POI are 40.739477 North and 74.006661 West.
 There are Italian Restaurant, Office and Coffee Shop near the POI."
136,"The name of this POI is $1.50 Pizza. The latitude and longitude of the POI are 40.725325 North and 73.984125 West.
 There are Bar, Italian Restaurant and Mexican Restaurant near the POI."
137,"The latitude and longitude of the POI are 40.727282 North and 74.001756 West.
 There are Office, Clothing Store and Italian Restaurant near the POI."
138,"The name of this POI is Free Public Stargazing. The latitude and longitude of the POI are 40.772531 North and 73.983442 West.
 There are Office, Italian Restaurant and Building near the POI."
139,"The latitude and longitude of the POI are 40.721724 North and 73.994553 West.
 There are Clothing Store, Italian Restaurant and Office near the POI."
140,"The latitude and longitude of the POI are 40.72 North and 73.987832 West.
 There are Bar, Mexican Restaurant and Lounge near the POI."
141,"The name of this POI is Kaufman Music Center. The latitude and longitude of the POI are 40.775148 North and 73.983103 West.
 There are Italian Restaurant, Performing Arts Venue and Residential Building (Apartment / Condo) near the POI."
142,"The name of this POI is CVS Pharmacy. The latitude and longitude of the POI are 40.72488 North and 73.994685 West.
 There are Clothing Store, Office and Bar near the POI."
143,"The name of this POI is Il Posto Accanto. The latitude and longitude of the POI are 40.722347 North and 73.984078 West.
 There are Bar, Mexican Restaurant and Italian Restaurant near the POI."
144,"The name of this POI is Mobil. The latitude and longitude of the POI are 40.755944 North and 73.998111 West.
 There are Office, General Entertainment and Bus Line near the POI."
145,"The latitude and longitude of the POI are 40.730047 North and 74.003214 West.
 There are Office, Italian Restaurant and Bar near the POI."
146,"The latitude and longitude of the POI are 40.728988 North and 73.988404 West.
 There are Bar, Pizza Place and Coffee Shop near the POI."
147,"The latitude and longitude of the POI are 40.729444 North and 73.985883 West.
 There are Bar, Pizza Place and Coffee Shop near the POI."
148,"The name of this POI is Raiz. The latitude and longitude of the POI are 40.727117 North and 73.985617 West.
 There are Bar, Coffee Shop and Pizza Place near the POI."
149,"The name of this POI is Hudson Hotel. The latitude and longitude of the POI are 40.768396 North and 73.984756 West.
 There are Office, Italian Restaurant and American Restaurant near the POI."
150,"The latitude and longitude of the POI are 40.722898 North and 73.983235 West.
 There are Bar, Italian Restaurant and Mexican Restaurant near the POI."
151,"The latitude and longitude of the POI are 40.770387 North and 73.956914 West.
 There are Italian Restaurant, Coffee Shop and Residential Building (Apartment / Condo) near the POI."
152,"The latitude and longitude of the POI are 40.73695 North and 73.990839 West.
 There are Office, Tech Startup and Coffee Shop near the POI."
153,"The name of this POI is Village View Parking Area 3. The latitude and longitude of the POI are 40.725638 North and 73.984561 West.
 There are Bar, Italian Restaurant and Mexican Restaurant near the POI."
154,"The latitude and longitude of the POI are 40.730832 North and 74.000951 West.
 There are Italian Restaurant, Bar and American Restaurant near the POI."
155,"The latitude and longitude of the POI are 40.723498 North and 74.003344 West.
 There are Office, Clothing Store and Tech Startup near the POI."
156,"The name of this POI is Canal Street. The latitude and longitude of the POI are 40.723766 North and 74.008457 West.
 There are Office, Tech Startup and Hotel near the POI."
157,"The latitude and longitude of the POI are 40.727339 North and 73.986561 West.
 There are Bar, Coffee Shop and Italian Restaurant near the POI."
158,"The latitude and longitude of the POI are 40.730836 North and 74.000919 West.
 There are Italian Restaurant, Bar and American Restaurant near the POI."
159,"The name of this POI is Citi Bike - Carmine St & 6 Ave. The latitude and longitude of the POI are 40.730315 North and 74.00229 West.
 There are Italian Restaurant, Office and American Restaurant near the POI."
160,"The name of this POI is Citigroup Center. The latitude and longitude of the POI are 40.758357 North and 73.970546 West.
 There are Office, Coffee Shop and Hotel near the POI."
161,"The latitude and longitude of the POI are 40.726104 North and 73.989213 West.
 There are Bar, Italian Restaurant and Coffee Shop near the POI."
162,"The latitude and longitude of the POI are 40.72869 North and 74.002061 West.
 There are Office, Italian Restaurant and Bar near the POI."
163,"The name of this POI is 14th Street. The latitude and longitude of the POI are 40.736529 North and 73.997462 West.
 There are Office, Italian Restaurant and Tech Startup near the POI."
164,"The latitude and longitude of the POI are 40.727036 North and 73.989455 West.
 There are Bar, Coffee Shop and Italian Restaurant near the POI."
165,"The latitude and longitude of the POI are 40.728271 North and 73.988659 West.
 There are Bar, Coffee Shop and Italian Restaurant near the POI."
166,"The name of this POI is Avenue A & Saint Marks Place. The latitude and longitude of the POI are 40.726806 North and 73.982776 West.
 There are Bar, Pizza Place and Italian Restaurant near the POI."
167,"The latitude and longitude of the POI are 40.722176 North and 73.996819 West.
 There are Clothing Store, Italian Restaurant and Office near the POI."
168,"The latitude and longitude of the POI are 40.728449 North and 74.004532 West.
 There are Office, Italian Restaurant and Bar near the POI."
169,"The latitude and longitude of the POI are 40.723401 North and 73.988475 West.
 There are Bar, Italian Restaurant and American Restaurant near the POI."
170,"The latitude and longitude of the POI are 40.731307 North and 74.002374 West.
 There are Italian Restaurant, Bar and Office near the POI."
171,"The latitude and longitude of the POI are 40.740778 North and 73.981829 West.
 There are Bar, Office and Coffee Shop near the POI."
172,"The latitude and longitude of the POI are 40.728543 North and 73.984699 West.
 There are Bar, Pizza Place and Coffee Shop near the POI."
173,"The latitude and longitude of the POI are 40.730178 North and 74.000322 West.
 There are Italian Restaurant, Bar and American Restaurant near the POI."
174,"The latitude and longitude of the POI are 40.738658 North and 74.005542 West.
 There are Italian Restaurant, Coffee Shop and Office near the POI."
175,"The name of this POI is The Little Gym. The latitude and longitude of the POI are 40.780558 North and 73.981719 West.
 There are Italian Restaurant, Drugstore / Pharmacy and Coffee Shop near the POI."
176,"The latitude and longitude of the POI are 40.724297 North and 73.988056 West.
 There are Bar, Italian Restaurant and Mexican Restaurant near the POI."
177,"The latitude and longitude of the POI are 40.778364 North and 73.981633 West.
 There are Italian Restaurant, Coffee Shop and Residential Building (Apartment / Condo) near the POI."
178,"The name of this POI is Holland Tunnel. The latitude and longitude of the POI are 40.726074 North and 74.009278 West.
 There are Office, Tech Startup and American Restaurant near the POI."
179,"The latitude and longitude of the POI are 40.731744 North and 74.001123 West.
 There are Italian Restaurant, Bar and American Restaurant near the POI."
180,"The name of this POI is The Gallery. The latitude and longitude of the POI are 40.777556 North and 73.979172 West.
 There are Italian Restaurant, Coffee Shop and Park near the POI."
181,"The latitude and longitude of the POI are 40.731332 North and 74.002522 West.
 There are Italian Restaurant, Bar and Office near the POI."
182,"The latitude and longitude of the POI are 40.763063 North and 73.976067 West.
 There are Office, Coffee Shop and Hotel near the POI."
183,"The name of this POI is 7th Avenue & Garfield Place. The latitude and longitude of the POI are 40.672259 North and 73.977117 West.
 There are Italian Restaurant, Grocery Store and Café near the POI."
184,"The latitude and longitude of the POI are 40.751765 North and 73.972755 West.
 There are Office, Coffee Shop and Hotel near the POI."
185,"The name of this POI is Glaze Teriyaki. The latitude and longitude of the POI are 40.73429 North and 73.992556 West.
 There are Office, Tech Startup and Clothing Store near the POI."
186,"The latitude and longitude of the POI are 40.732024 North and 74.001359 West.
 There are Italian Restaurant, Bar and American Restaurant near the POI."
187,"The latitude and longitude of the POI are 40.762977 North and 73.976285 West.
 There are Office, Coffee Shop and Hotel near the POI."
188,"The latitude and longitude of the POI are 40.72478 North and 73.994703 West.
 There are Clothing Store, Office and Bar near the POI."
189,"The latitude and longitude of the POI are 40.735482 North and 74.006074 West.
 There are Italian Restaurant, American Restaurant and Bar near the POI."
190,"The latitude and longitude of the POI are 40.722185 North and 74.009593 West.
 There are Office, Bar and American Restaurant near the POI."
191,"The latitude and longitude of the POI are 40.715594 North and 73.998234 West.
 There are Chinese Restaurant, Italian Restaurant and Courthouse near the POI."
192,"The latitude and longitude of the POI are 40.763943 North and 73.976363 West.
 There are Office, Hotel and Coffee Shop near the POI."
193,"The name of this POI is Sixty SoHo. The latitude and longitude of the POI are 40.723914 North and 74.003017 West.
 There are Office, Clothing Store and Tech Startup near the POI."
194,"The latitude and longitude of the POI are 40.771142 North and 73.983464 West.
 There are Building, Office and Italian Restaurant near the POI."
195,"The name of this POI is Citi Bike - Broadway & West 49th Street. The latitude and longitude of the POI are 40.760781 North and 73.984337 West.
 There are Office, Theater and Hotel near the POI."
196,"The latitude and longitude of the POI are 40.760268 North and 73.975126 West.
 There are Office, Coffee Shop and Hotel near the POI."
197,"The latitude and longitude of the POI are 40.719455 North and 73.996361 West.
 There are Chinese Restaurant, Italian Restaurant and Clothing Store near the POI."
198,"The latitude and longitude of the POI are 40.671336 North and 73.984395 West.
 There are Bar, American Restaurant and Burger Joint near the POI."
199,"The name of this POI is Link NYC. The latitude and longitude of the POI are 40.769734 North and 73.96664 West.
 There are Park, French Restaurant and Athletic & Sport near the POI."
200,"The name of this POI is Webster Hall. The latitude and longitude of the POI are 40.731698 North and 73.989227 West.
 There are Office, Bar and Coffee Shop near the POI."
201,"The latitude and longitude of the POI are 40.775648 North and 73.980065 West.
 There are Italian Restaurant, Drugstore / Pharmacy and Clothing Store near the POI."
202,"The name of this POI is The Clinton School. The latitude and longitude of the POI are 40.736181 North and 73.992217 West.
 There are Office, Tech Startup and Clothing Store near the POI."
203,"The name of this POI is Poetica Coffee. The latitude and longitude of the POI are 40.728533 North and 73.987809 West.
 There are Bar, Coffee Shop and Italian Restaurant near the POI."
204,"The latitude and longitude of the POI are 40.729617 North and 73.989798 West.
 There are Bar, Coffee Shop and Office near the POI."
205,"The latitude and longitude of the POI are 40.728301 North and 73.99939 West.
 There are Office, Clothing Store and Italian Restaurant near the POI."
206,"The latitude and longitude of the POI are 40.730465 North and 74.00426 West.
 There are Italian Restaurant, Office and American Restaurant near the POI."
207,"The latitude and longitude of the POI are 40.728425 North and 73.987276 West.
 There are Bar, Coffee Shop and Italian Restaurant near the POI."
208,"The latitude and longitude of the POI are 40.74789 North and 74.004466 West.
 There are Art Gallery, Office and Italian Restaurant near the POI."
